전용면적,층,지하철역,지하철거리,환율,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑,가장 가까운 버스정류장까지 거리(m),일일가격
19.76,4,충무로역,399.4739356787322,1187.6,117,36,52,32,166.95499565803877,13.506944444444445
32.76,18,버티고개역,153.7732236879109,1187.6,30,13,28,6,38.78579684636771,1.5130208333333333
116.5445,17,서대문역,377.9433754112008,1187.6,140,40,99,9,109.10882594405582,37.361111111111114
17.67,20,신당역,174.3397765958725,1192.3,42,14,17,30,87.4723582497348,14.340277777777779
29.63,12,신당역,58.061356897640906,1192.3,43,14,17,31,187.3336720760136,16.09375
14.49,10,동대문역사문화공원역,301.609724702947,1192.3,91,35,49,30,90.55520884320347,10.347222222222223
59.85,11,청구역,453.60316695705785,1192.3,55,15,24,29,62.12000897583936,20.138888888888886
47.4739,2,충정로(경기대입구)역,570.352209953056,1192.3,39,20,55,4,201.7103826031684,3.716493055555555
17.04,6,충정로(경기대입구)역,169.5458754048524,1192.3,90,31,86,5,152.21828755716365,11.840277777777779
84.89,17,신설동역,533.615752338311,1192.3,21,7,4,23,99.42774589932525,28.61111111111111
113.46,11,회현(남대문시장)역,310.7749620679906,1192.3,163,48,118,11,85.65990388873333,38.972222222222214
84.97,18,신설동역,533.615752338311,1192.3,21,7,4,23,99.42774589932525,30.520833333333332
84.9918,13,충정로(경기대입구)역,546.5467807347819,1188.9,47,20,55,4,161.22384425777142,9.20138888888889
59.91,26,신설동역,533.615752338311,1188.9,21,7,4,23,99.42774589932525,15.97222222222222
59.95,13,신당역,524.9534945478343,1188.9,44,15,23,27,264.0077328980435,17.01388888888889
18.35,9,신당역,462.5655163555446,1191.8,27,7,5,23,104.2561319628623,8.506944444444443
21.04,6,충무로역,399.4739356787322,1191.8,117,36,52,32,166.95499565803877,15.173611111111114
19.15,6,신당역,462.5655163555446,1191.8,27,7,5,23,104.2561319628623,9.340277777777777
24.2,5,동대문역사문화공원역,356.66310340976054,1191.8,91,35,49,30,133.71080905767624,11.006944444444445
84.87999999999998,10,버티고개역,153.7732236879109,1191.8,30,13,28,6,38.78579684636771,26.805555555555557
84.95,4,청구역,148.0705761514984,1190.4,63,20,29,31,70.23484133934264,15.78472222222222
118.47,11,청구역,148.0705761514984,1190.4,63,20,29,31,70.23484133934264,51.736111111111114
114.92,1,신금호역,358.1312622656157,1190.4,47,17,24,13,392.9343565790587,27.083333333333332
116.11,26,서울역,300.40511873242406,1190.4,115,37,95,8,83.49973589710727,58.00694444444445
13.8874,7,시청역,300.9137610337463,1190.4,143,42,101,11,230.68420809566103,9.548611111111109
84.87999999999998,4,신금호역,358.1312622656157,1190.4,47,17,24,13,392.9343565790587,25.902777777777775
57.63,8,신금호역,358.1312622656157,1190.4,47,17,24,13,392.9343565790587,19.236111111111114
71.9832,12,서울역,376.5303456813306,1190.4,67,24,65,4,37.0031250698845,34.20138888888888
59.94,2,버티고개역,153.7732236879109,1190.4,30,13,28,6,38.78579684636771,18.541666666666668
84.87999999999998,10,버티고개역,153.7732236879109,1190.4,30,13,28,6,38.78579684636771,25.347222222222225
13.51,7,동대입구역,173.3487208435671,1190.4,87,29,50,29,101.49308138878293,10.173611111111109
15.12,2,충정로(경기대입구)역,169.5458754048524,1190.4,90,31,86,5,152.21828755716365,10.840277777777779
59.943,13,충정로(경기대입구)역,546.5467807347819,1193.6,47,20,55,4,161.22384425777142,31.94444444444444
24.96,11,신당역,58.061356897640906,1193.6,43,14,17,31,187.3336720760136,15.173611111111114
18.08,5,신당역,335.5910715414943,1193.6,24,8,4,23,71.16580967699376,9.6875
59.943,13,충정로(경기대입구)역,546.5467807347819,1193.6,47,20,55,4,161.22384425777142,31.94444444444444
73.86,10,서울역,300.47515523891445,1193.6,69,27,69,4,106.44698287229602,25.069444444444443
84.87999999999998,11,신금호역,358.1312622656157,1194.2,47,17,24,13,392.9343565790587,30.868055555555546
84.95999999999998,5,청구역,148.0705761514984,1194.2,63,20,29,31,70.23484133934264,26.944444444444443
84.878,22,충정로(경기대입구)역,361.7916452355358,1194.2,120,35,90,8,23.8510160033185,47.53472222222222
84.87999999999998,6,신금호역,358.1312622656157,1194.2,47,17,24,13,392.9343565790587,24.805555555555557
71.9832,2,서울역,376.5303456813306,1194.2,67,24,65,4,37.0031250698845,32.708333333333336
13.12,3,동대입구역,173.3487208435671,1197.8,87,29,50,29,101.49308138878293,10.173611111111109
59.94,31,신설동역,533.615752338311,1197.8,21,7,4,23,99.42774589932525,26.1875
32.76,17,버티고개역,153.7732236879109,1197.8,30,13,28,6,38.78579684636771,1.5130208333333333
84.9728,4,서울역,376.5303456813306,1197.8,67,24,65,4,37.0031250698845,44.270833333333336
84.98,14,신당역,524.9534945478343,1197.8,44,15,23,27,264.0077328980435,11.0625
27.27,5,상왕십리역,329.285131747168,1197.8,18,7,4,16,155.76315185597636,1.2065972222222223
117.742,30,충정로(경기대입구)역,361.7916452355358,1197.0,120,35,90,8,23.8510160033185,68.40277777777779
67.77,10,동대입구역,458.9527599183493,1197.0,107,37,58,32,159.18949873299243,15.069444444444448
117.742,30,충정로(경기대입구)역,361.7916452355358,1197.0,120,35,90,8,23.8510160033185,61.80555555555555
59.9808,8,충정로(경기대입구)역,546.5467807347819,1197.0,47,20,55,4,161.22384425777142,28.680555555555557
59.943,8,충정로(경기대입구)역,546.5467807347819,1197.0,47,20,55,4,161.22384425777142,42.534722222222214
84.878,24,충정로(경기대입구)역,361.7916452355358,1202.4,120,35,90,8,23.8510160033185,26.578125
14.49,8,동대문역사문화공원역,301.609724702947,1202.4,91,35,49,30,90.55520884320347,11.840277777777779
148.47,31,서울역,300.40511873242406,1202.4,115,37,95,8,83.49973589710727,112.5
84.9774,8,서울역,376.5303456813306,1202.4,67,24,65,4,37.0031250698845,48.40277777777778
14.49,8,동대문역사문화공원역,301.609724702947,1202.4,91,35,49,30,90.55520884320347,11.840277777777779
15.55,9,신당역,76.31378679879745,1202.4,52,17,26,31,102.6009616168716,10.506944444444443
145.6492,5,신당역,117.13990056099556,1202.4,42,14,17,30,190.9665407319669,41.5625
113.46,17,회현(남대문시장)역,310.7749620679906,1202.4,163,48,118,11,85.65990388873333,68.40277777777779
84.9918,2,충정로(경기대입구)역,546.5467807347819,1202.4,47,20,55,4,161.22384425777142,23.61111111111111
31.7571,9,서대문역,377.9433754112008,1202.4,140,40,99,9,109.10882594405582,22.51388888888889
145.6492,21,신당역,117.13990056099556,1205.7,42,14,17,30,190.9665407319669,57.083333333333336
16.55,14,신당역,76.31378679879745,1205.7,52,17,26,31,102.6009616168716,10.347222222222223
52.93,3,약수역,67.60227851209639,1205.7,54,20,30,10,75.75270809457467,10.868055555555555
37.54,11,신당역,524.9534945478343,1205.7,44,15,23,27,264.0077328980435,2.016840277777778
59.91,18,신설동역,533.615752338311,1205.7,21,7,4,23,99.42774589932525,24.20138888888889
84.95,11,충정로(경기대입구)역,86.42285253868776,1205.7,73,29,74,4,66.59799483216813,23.472222222222225
44.99,29,회현(남대문시장)역,310.7749620679906,1205.7,163,48,118,11,85.65990388873333,35.069444444444436
117.7748,22,서대문역,377.9433754112008,1205.4,140,40,99,9,109.10882594405582,85.06944444444444
84.87999999999998,9,버티고개역,153.7732236879109,1205.4,30,13,28,6,38.78579684636771,16.208333333333332
84.9774,2,서울역,376.5303456813306,1205.4,67,24,65,4,37.0031250698845,11.923611111111109
20.01,4,동대입구역,173.3487208435671,1205.4,87,29,50,29,101.49308138878293,11.840277777777779
84.93,8,충정로(경기대입구)역,86.42285253868776,1205.4,73,29,74,4,66.59799483216813,18.277777777777775
84.93,14,충정로(경기대입구)역,86.42285253868776,1205.4,73,29,74,4,66.59799483216813,26.909722222222225
13.51,6,동대입구역,173.3487208435671,1205.4,87,29,50,29,101.49308138878293,10.173611111111109
22.75,6,을지로4가역,403.946236658601,1205.4,101,37,51,31,72.19381704190464,11.354166666666666
15.97,10,신당역,338.52745922576685,1205.4,23,7,4,23,33.55971284644064,11.006944444444445
15.97,10,신당역,338.52745922576685,1205.4,23,7,4,23,33.55971284644064,11.006944444444445
84.87999999999998,7,버티고개역,153.7732236879109,1205.4,30,13,28,6,38.78579684636771,9.861111111111109
84.87999999999998,20,신금호역,358.1312622656157,1205.4,47,17,24,13,392.9343565790587,26.215277777777775
18.71,2,동대입구역,173.3487208435671,1205.4,87,29,50,29,101.49308138878293,11.006944444444445
84.9774,3,서울역,376.5303456813306,1205.4,67,24,65,4,37.0031250698845,17.743055555555554
84.95,14,청구역,148.0705761514984,1205.4,63,20,29,31,70.23484133934264,26.46875
43.056,3,충정로(경기대입구)역,200.555682270846,1199.5,102,32,89,7,114.02735679071988,12.902777777777779
13.12,8,동대입구역,173.3487208435671,1199.5,87,29,50,29,101.49308138878293,10.173611111111109
32.86,-1,버티고개역,287.5335192245447,1199.5,36,15,38,6,147.3632841936009,9.340277777777777
71.9832,10,서울역,376.5303456813306,1199.5,67,24,65,4,37.0031250698845,14.548611111111109
25.99,15,신당역,58.061356897640906,1199.5,43,14,17,31,187.3336720760136,17.260416666666668
57.63,5,신금호역,358.1312622656157,1199.4,47,17,24,13,392.9343565790587,20.069444444444446
56.43,16,신당역,147.34851997175824,1199.4,42,14,17,30,121.06555380445334,22.534722222222225
84.98,8,신당역,524.9534945478343,1199.4,44,15,23,27,264.0077328980435,11.736111111111109
59.97,10,신금호역,472.8633597877952,1199.4,55,17,24,29,25.03257628178961,24.20138888888889
84.87999999999998,4,버티고개역,153.7732236879109,1199.4,30,13,28,6,38.78579684636771,17.708333333333332
176.42,29,회현(남대문시장)역,310.7749620679906,1197.8,163,48,118,11,85.65990388873333,67.36111111111111
83.97,14,신당역,642.5304144954268,1197.8,27,9,13,16,145.0156737035655,14.756944444444443
33.997,5,충정로(경기대입구)역,200.555682270846,1197.8,102,32,89,7,114.02735679071988,11.069444444444445
19.95,4,충정로(경기대입구)역,169.5458754048524,1197.8,90,31,86,5,152.21828755716365,11.840277777777779
43.056,1,충정로(경기대입구)역,200.555682270846,1197.8,102,32,89,7,114.02735679071988,10.590277777777777
17.68,5,충정로(경기대입구)역,169.5458754048524,1197.8,90,31,86,5,152.21828755716365,11.673611111111112
84.98659999999998,4,서울역,421.6932281404668,1197.8,74,30,74,4,168.61624434442572,23.75
14.15,14,신당역,145.27071583729386,1197.8,30,13,13,27,46.48836952902109,12.673611111111112
84.95999999999998,4,청구역,148.0705761514984,1197.8,63,20,29,31,70.23484133934264,29.340277777777775
43.056,6,충정로(경기대입구)역,200.555682270846,1197.8,102,32,89,7,114.02735679071988,13.736111111111112
37.69,6,회현(남대문시장)역,200.50226241997623,1196.0,152,47,109,9,87.83506493158505,10.694444444444445
32.67,2,신금호역,358.1312622656157,1196.0,47,17,24,13,392.9343565790587,1.1484375
70.81,14,서대문역,393.14874072626776,1196.0,137,39,97,9,39.62660995075856,28.680555555555557
114.88,17,버티고개역,153.7732236879109,1196.0,30,13,28,6,38.78579684636771,26.284722222222218
13.51,5,동대입구역,173.3487208435671,1196.0,87,29,50,29,101.49308138878293,10.173611111111109
24.19,8,을지로4가역,351.93310458901897,1196.0,90,33,49,30,111.17973797505265,13.368055555555555
84.84999999999998,12,신당역,524.9534945478343,1196.0,44,15,23,27,264.0077328980435,43.854166666666664
79.11,4,신당역,642.5304144954268,1196.0,27,9,13,16,145.0156737035655,22.604166666666668
84.878,32,충정로(경기대입구)역,361.7916452355358,1196.0,120,35,90,8,23.8510160033185,53.854166666666664
30.4927,8,상왕십리역,413.01287042336577,1196.0,18,7,4,22,17.8702147977542,12.861111111111112
59.94,15,신설동역,533.615752338311,1196.0,21,7,4,23,99.42774589932525,25.069444444444443
59.94,16,버티고개역,153.7732236879109,1196.0,30,13,28,6,38.78579684636771,27.534722222222225
59.74,10,신당역,524.9534945478343,1196.0,44,15,23,27,264.0077328980435,24.86111111111111
84.95999999999998,6,청구역,148.0705761514984,1196.0,63,20,29,31,70.23484133934264,23.350694444444443
84.9774,11,서울역,376.5303456813306,1196.0,67,24,65,4,37.0031250698845,21.25
117.7748,22,서대문역,377.9433754112008,1196.0,140,40,99,9,109.10882594405582,52.083333333333336
71.9832,4,서울역,376.5303456813306,1196.0,67,24,65,4,37.0031250698845,19.20138888888889
13.36,6,충정로(경기대입구)역,169.5458754048524,1196.0,90,31,86,5,152.21828755716365,10.506944444444443
176.42,26,회현(남대문시장)역,310.7749620679906,1196.0,163,48,118,11,85.65990388873333,91.80555555555556
117.742,33,충정로(경기대입구)역,361.7916452355358,1196.0,120,35,90,8,23.8510160033185,26.284722222222218
117.742,33,충정로(경기대입구)역,361.7916452355358,1196.0,120,35,90,8,23.8510160033185,26.284722222222218
59.91,26,신설동역,533.615752338311,1196.0,21,7,4,23,99.42774589932525,27.534722222222225
57.63,11,신금호역,358.1312622656157,1196.0,47,17,24,13,392.9343565790587,20.201388888888886
66.6,14,신당역,642.5304144954268,1196.0,27,9,13,16,145.0156737035655,20.138888888888886
22.75,7,을지로4가역,403.946236658601,1196.0,101,37,51,31,72.19381704190464,12.340277777777779
59.94,17,버티고개역,153.7732236879109,1196.0,30,13,28,6,38.78579684636771,17.5625
82.41299999999998,12,충무로역,352.7013286255665,1196.0,104,36,55,33,129.0802746938073,27.01388888888889
84.95999999999998,11,청구역,148.0705761514984,1196.0,63,20,29,31,70.23484133934264,25.347222222222225
71.9832,5,서울역,376.5303456813306,1196.0,67,24,65,4,37.0031250698845,19.61111111111111
19.5,7,신당역,462.5655163555446,1196.0,27,7,5,23,104.2561319628623,8.42013888888889
84.9774,6,서울역,376.5303456813306,1196.0,67,24,65,4,37.0031250698845,17.715277777777775
27.27,3,상왕십리역,329.285131747168,1199.6,18,7,4,16,155.76315185597636,2.1503472222222224
80.473,11,충무로역,352.7013286255665,1199.6,104,36,55,33,129.0802746938073,50.86805555555555
134.301,11,신당역,191.4923447599134,1199.6,24,8,5,23,60.78809230054661,51.354166666666664
13.51,4,동대입구역,173.3487208435671,1199.6,87,29,50,29,101.49308138878293,10.173611111111109
84.89,30,신설동역,533.615752338311,1199.6,21,7,4,23,99.42774589932525,29.041666666666668
57.63,1,신금호역,358.1312622656157,1199.6,47,17,24,13,392.9343565790587,10.395833333333334
84.87999999999998,6,버티고개역,153.7732236879109,1199.6,30,13,28,6,38.78579684636771,27.902777777777775
134.301,11,신당역,191.4923447599134,1199.6,24,8,5,23,60.78809230054661,51.354166666666664
30.357,10,충정로(경기대입구)역,200.555682270846,1198.3,102,32,89,7,114.02735679071988,11.069444444444445
68.0,6,충정로(경기대입구)역,251.4961266826327,1198.3,110,33,89,7,89.58760208287616,6.25
19.67,18,신당역,174.3397765958725,1198.3,42,14,17,30,87.4723582497348,15.173611111111114
15.12,3,충정로(경기대입구)역,169.5458754048524,1198.5,90,31,86,5,152.21828755716365,10.840277777777779
84.87999999999998,1,신금호역,358.1312622656157,1198.5,47,17,24,13,392.9343565790587,14.666666666666666
52.46,7,동대입구역,522.9444304920572,1196.9,115,37,59,31,185.86417386132544,14.201388888888888
13.51,4,동대입구역,173.3487208435671,1196.9,87,29,50,29,101.49308138878293,10.173611111111109
84.9774,8,서울역,376.5303456813306,1196.9,67,24,65,4,37.0031250698845,26.875
84.87999999999998,4,신금호역,358.1312622656157,1196.9,47,17,24,13,392.9343565790587,10.715277777777777
59.94,7,버티고개역,153.7732236879109,1196.9,30,13,28,6,38.78579684636771,27.36111111111111
59.94,15,버티고개역,153.7732236879109,1196.9,30,13,28,6,38.78579684636771,27.534722222222225
114.84,11,충무로역,352.7013286255665,1196.9,104,36,55,33,129.0802746938073,67.53472222222221
43.056,8,충정로(경기대입구)역,200.555682270846,1196.9,102,32,89,7,114.02735679071988,12.902777777777779
21.45,11,동대문역사문화공원역,356.66310340976054,1196.9,91,35,49,30,133.71080905767624,10.173611111111109
84.97199999999998,12,충정로(경기대입구)역,546.5467807347819,1197.1,47,20,55,4,161.22384425777142,17.152777777777782
84.97199999999998,12,충정로(경기대입구)역,546.5467807347819,1197.1,47,20,55,4,161.22384425777142,40.40277777777777
57.63,12,신금호역,358.1312622656157,1197.1,47,17,24,13,392.9343565790587,22.555555555555557
14.2664,8,시청역,300.9137610337463,1197.1,143,42,101,11,230.68420809566103,8.902777777777777
42.31,7,충무로역,280.85980054223285,1197.1,131,36,71,27,177.86168819127246,10.173611111111109
114.84,6,충무로역,352.7013286255665,1197.1,104,36,55,33,129.0802746938073,33.020833333333336
84.95,12,청구역,148.0705761514984,1197.1,63,20,29,31,70.23484133934264,36.80555555555555
59.94,13,버티고개역,153.7732236879109,1197.1,30,13,28,6,38.78579684636771,18.57638888888889
14.08,16,신당역,145.27071583729386,1197.1,30,13,13,27,46.48836952902109,8.715277777777777
65.71,15,서대문역,393.14874072626776,1197.1,137,39,97,9,39.62660995075856,33.68055555555555
84.93,2,충정로(경기대입구)역,86.42285253868776,1197.1,73,29,74,4,66.59799483216813,12.447916666666666
13.12,5,동대입구역,173.3487208435671,1197.1,87,29,50,29,101.49308138878293,10.173611111111109
84.95,12,청구역,148.0705761514984,1197.1,63,20,29,31,70.23484133934264,36.80555555555555
84.89,21,신설동역,533.615752338311,1197.1,21,7,4,23,99.42774589932525,30.208333333333332
52.46,3,동대입구역,522.9444304920572,1197.1,115,37,59,31,185.86417386132544,15.520833333333334
59.7807,13,상왕십리역,442.77682315529216,1197.1,18,7,4,16,120.54082585276144,17.01388888888889
84.95999999999998,12,청구역,148.0705761514984,1197.1,63,20,29,31,70.23484133934264,45.86805555555555
12.26,9,을지로4가역,351.93310458901897,1197.1,90,33,49,30,111.17973797505265,9.753472222222223
59.91,8,신설동역,533.615752338311,1197.1,21,7,4,23,99.42774589932525,25.854166666666668
84.89,21,신설동역,533.615752338311,1197.1,21,7,4,23,99.42774589932525,30.208333333333332
84.9918,24,충정로(경기대입구)역,546.5467807347819,1197.1,47,20,55,4,161.22384425777142,58.40277777777778
134.301,11,신당역,191.4923447599134,1197.1,24,8,5,23,60.78809230054661,49.736111111111114
59.98,6,신금호역,472.8633597877952,1197.1,55,17,24,29,25.03257628178961,18.506944444444446
37.54,7,신당역,524.9534945478343,1196.4,44,15,23,27,264.0077328980435,3.523784722222222
117.73,5,충무로역,580.3917112589625,1196.4,122,37,56,13,363.719238624583,23.42361111111111
59.95,8,신당역,524.9534945478343,1196.4,44,15,23,27,264.0077328980435,17.847222222222225
84.9,19,서울역,348.4606199556672,1196.4,143,43,101,9,38.29151534777954,59.201388888888886
84.94,13,신당역,281.09224807306543,1196.4,24,8,4,23,82.61857382160969,29.20138888888889
75.45,12,신당역,147.34851997175824,1196.4,42,14,17,30,121.06555380445334,27.534722222222225
22.67,2,충정로(경기대입구)역,169.5458754048524,1196.4,90,31,86,5,152.21828755716365,12.673611111111112
33.997,3,충정로(경기대입구)역,200.555682270846,1194.6,102,32,89,7,114.02735679071988,11.069444444444445
21.45,10,동대문역사문화공원역,356.66310340976054,1194.6,91,35,49,30,133.71080905767624,10.173611111111109
84.9774,12,서울역,376.5303456813306,1194.6,67,24,65,4,37.0031250698845,34.23611111111111
59.7,1,충정로(경기대입구)역,86.42285253868776,1194.6,73,29,74,4,66.59799483216813,16.145833333333332
79.11,13,신당역,642.5304144954268,1194.6,27,9,13,16,145.0156737035655,26.041666666666668
80.473,19,충무로역,352.7013286255665,1194.6,104,36,55,33,129.0802746938073,15.069444444444443
59.7,1,충정로(경기대입구)역,86.42285253868776,1194.6,73,29,74,4,66.59799483216813,16.145833333333332
15.79,15,을지로4가역,351.93310458901897,1194.7,90,33,49,30,111.17973797505265,12.673611111111112
59.94,33,신설동역,533.615752338311,1194.7,21,7,4,23,99.42774589932525,10.625
134.301,18,신당역,191.4923447599134,1194.7,24,8,5,23,60.78809230054661,60.06944444444445
62.81,2,회현(남대문시장)역,442.7292649378695,1194.7,154,44,108,11,152.72908374178917,4.236111111111111
84.93,8,충정로(경기대입구)역,86.42285253868776,1194.7,73,29,74,4,66.59799483216813,10.722222222222223
139.275,1,신당역,642.5304144954268,1192.1,27,9,13,16,145.0156737035655,11.180555555555557
59.9707,3,충정로(경기대입구)역,546.5467807347819,1192.1,47,20,55,4,161.22384425777142,17.32638888888889
16.37,15,신당역,363.603136827756,1199.4,23,7,4,23,29.19137096272764,10.173611111111109
44.99,20,회현(남대문시장)역,310.7749620679906,1199.4,163,48,118,11,85.65990388873333,37.01388888888888
44.99,20,회현(남대문시장)역,310.7749620679906,1199.4,163,48,118,11,85.65990388873333,37.01388888888888
66.6,6,신당역,642.5304144954268,1199.4,27,9,13,16,145.0156737035655,18.854166666666668
13.51,5,동대입구역,173.3487208435671,1199.4,87,29,50,29,101.49308138878293,10.173611111111109
57.63,20,신금호역,358.1312622656157,1199.4,47,17,24,13,392.9343565790587,12.673611111111112
59.94,25,신설동역,533.615752338311,1199.4,21,7,4,23,99.42774589932525,25.13888888888889
