단지명,전용면적,도로명주소,위도,경도,가장 가까운 지하철역까지 거리(m),가장 가까운 지하철역,가장 가까운 버스정류장까지 거리(m),가장 가까운 버스정류장,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑
밀레니엄,130,중구 소월로 50,37.5554550838837,126.975500115744,309.46750608223687,서울역,41.99756574402182,남산밀레니엄힐튼호텔,66,12,48,5
