단지명,전용면적,위도,경도,지하철역까지(m),환율,맛집,문화공간,문화재,쇼핑,버스정류장까지(m),버스정류장,금리,보증금고려월세,지하철역,소비자물가지수,종합주가지수,주택담보대출금리,예측일일가격,예측월세가격,기존월세가격,월수입차액,주소
삼풍,66.16,37.5562357,126.982522,454.6283217,1436.5,156,45,110,11,156.6767596,남산케이블카,2.5,104.6666667,회현(남대문시장)역,108.93,2333.93,3.38,23.677486,248.6136,104.6666667,143.9469349845703,서울특별시 중구 회현동1가
남산타운,59.94,37.54716677,127.0056772,153.7732237,1281.6,30,13,28,6,38.78579685,버티고개,1.75,142.5833333,버티고개역,107.56,2628.34,3.03,27.248125,286.1053,142.5833333,143.52195234453126,서울특별시 중구 신당동
남산타운,59.94,37.54716677,127.0056772,153.7732237,1300.6,30,13,28,6,38.78579685,버티고개,2.25,145.0,버티고개역,108.74,2362.79,3.17,27.446789,288.19128,145.0,143.1912841796875,서울특별시 중구 신당동
현대,83.97,37.56050431,127.0229705,642.5304145,1408.0,27,9,13,16,145.0156737,금호베스트빌.래미안하이베르,2.5,120.8333333,신당역,108.93,2333.93,3.38,25.0968,263.5164,120.8333333,142.68305463945313,서울특별시 중구 신당동
남산타운,59.94,37.54716677,127.0056772,153.7732237,1212.7,30,13,28,6,38.78579685,버티고개,1.25,138.125,버티고개역,106.06,2698.72,2.93,26.73476,280.71497,138.125,142.5899658203125,서울특별시 중구 신당동
약수하이츠,57.63,37.5551916,127.0163594,358.1312623,1202.4,47,17,24,13,392.9343566,신당동대우푸르지오.금호여중,1.25,130.0,신금호역,104.69,2865.55,2.82,25.885824,271.80115,130.0,141.8011474609375,서울특별시 중구 신당동
남산타운,59.94,37.54716677,127.0056772,153.7732237,1225.4,30,13,28,6,38.78579685,버티고개,1.25,140.125,버티고개역,106.06,2698.72,2.93,26.770578,281.09106,140.125,140.966064453125,서울특별시 중구 신당동
삼정아트테라스정동,22.0989,37.56325109,126.9720315,300.913761,1408.4,143,42,101,11,230.6842081,서소문KAL빌딩,2.5,91.66666667,시청역,108.93,2333.93,3.38,22.14785,232.55241,91.66666667,140.8857472704297,서울특별시 중구 정동
남산센트럴자이,114.84,37.5625144,126.9978244,352.7013286,1197.1,104,36,55,33,129.0802747,충무로역8번출구.대한극장앞,1.25,198.125,충무로역,105.3,2724.02,2.88,32.26432,338.77536,198.125,140.65036010742188,서울특별시 중구 충무로4가
롯데캐슬,59.94,37.57081055,127.0214639,533.6157523,1211.1,21,7,4,23,99.4277459,황학동롯데캐슬,1.25,137.2916667,신설동역,106.06,2698.72,2.93,26.349968,276.67465,137.2916667,139.38298539960937,서울특별시 중구 황학동
롯데캐슬,59.94,37.57081055,127.0214639,533.6157523,1421.7,21,7,4,23,99.4277459,황학동롯데캐슬,3.25,154.1666667,신설동역,109.1,2417.56,3.62,27.710665,290.96198,154.1666667,136.79530839765624,서울특별시 중구 황학동
남산타운,59.94,37.54716677,127.0056772,153.7732237,1370.1,30,13,28,6,38.78579685,버티고개,3.25,168.125,버티고개역,109.1,2417.56,3.62,28.835382,302.7715,168.125,134.64651489257812,서울특별시 중구 신당동
남산타운,59.94,37.54716677,127.0056772,153.7732237,1202.7,30,13,28,6,38.78579685,버티고개,1.25,144.0833333,버티고개역,106.06,2698.72,2.93,26.487402,278.1177,144.0833333,134.03437299882813,서울특별시 중구 신당동
롯데캐슬,59.91,37.57081055,127.0214639,533.6157523,1304.0,21,7,4,23,99.4277459,황학동롯데캐슬,2.25,146.25,신설동역,108.74,2362.79,3.17,26.65048,279.83005,146.25,133.58004760742188,서울특별시 중구 황학동
남산타운,59.94,37.54716677,127.0056772,153.7732237,1275.5,30,13,28,6,38.78579685,버티고개,1.75,154.375,버티고개역,107.56,2628.34,3.03,27.289291,286.53754,154.375,132.16253662109375,서울특별시 중구 신당동
남산타운,59.94,37.54716677,127.0056772,153.7732237,1218.5,30,13,28,6,38.78579685,버티고개,1.5,156.25,버티고개역,106.85,2703.24,2.98,27.329908,286.96405,156.25,130.71405029296875,서울특별시 중구 신당동
남산타운,59.94,37.54716677,127.0056772,153.7732237,1212.7,30,13,28,6,38.78579685,버티고개,1.25,150.4166667,버티고개역,106.06,2698.72,2.93,26.73476,280.71497,150.4166667,130.2982991203125,서울특별시 중구 신당동
서울역센트럴자이,84.972,37.55478004,126.9644582,546.5467807,1197.1,47,20,55,4,161.2238443,손기정체육공원입구,1.25,242.4166667,충정로(경기대입구)역,105.3,2724.02,2.88,35.480553,372.5458,242.4166667,130.12914018476562,서울특별시 중구 만리동2가
삼성사이버빌리지,59.7,37.55892666,126.9643209,86.42285254,1351.4,73,29,74,4,66.59799483,종근당.충정로역,2.5,147.4166667,충정로(경기대입구)역,108.93,2333.93,3.38,26.431667,277.5325,147.4166667,130.11583452070312,서울특별시 중구 중림동
약수하이츠,114.92,37.5551916,127.0163594,358.1312623,1290.6,47,17,24,13,392.9343566,신당동대우푸르지오.금호여중,1.75,249.1666667,신금호역,108.74,2474.95,3.1,36.003475,378.03647,249.1666667,128.86980180585937,서울특별시 중구 신당동
서울역센트럴자이,72.9965,37.55478004,126.9644582,546.5467807,1351.4,47,20,55,4,161.2238443,손기정체육공원입구,2.5,243.75,충정로(경기대입구)역,108.93,2333.93,3.38,35.066322,368.19635,243.75,124.44635009765624,서울특별시 중구 만리동2가
삼성,59.98,37.55853588,127.0184475,472.8633598,1274.6,55,17,24,29,25.03257628,신당동삼성아파트.금호여중,1.75,154.5833333,신금호역,107.56,2628.34,3.03,26.505905,278.31198,154.5833333,123.72864790117188,서울특별시 중구 신당동
래미안하이베르,59.74,37.56103798,127.0209858,524.9534945,1212.6,44,15,23,27,264.0077329,동화동,1.5,147.5,신당역,106.85,2703.24,2.98,25.64094,269.22986,147.5,121.7298583984375,서울특별시 중구 신당동
약수하이츠,57.63,37.5551916,127.0163594,358.1312623,1394.2,47,17,24,13,392.9343566,신당동대우푸르지오.금호여중,2.5,164.1666667,신금호역,108.93,2333.93,3.38,27.103895,284.5909,164.1666667,120.42424516523435,서울특별시 중구 신당동
남산타운,84.88,37.54716677,127.0056772,153.7732237,1391.7,30,13,28,6,38.78579685,버티고개,2.5,255.8333333,버티고개역,108.93,2333.93,3.38,35.798264,375.88174,255.8333333,120.04841108476565,서울특별시 중구 신당동
남산타운,59.94,37.54716677,127.0056772,153.7732237,1196.9,30,13,28,6,38.78579685,버티고개,1.25,164.1666667,버티고개역,105.3,2724.02,2.88,26.971653,283.20236,164.1666667,119.03569536054688,서울특별시 중구 신당동
신성아파트,40.83,37.56354625,126.995815,280.8598005,1428.9,131,36,71,27,177.8616882,충무로역8번출구.대한극장앞,3.0,34.25,충무로역,109.21,2230.27,3.52,14.481515,152.0559,34.25,117.80589294433594,서울특별시 중구 인현동2가
롯데캐슬,59.94,37.57081055,127.0214639,533.6157523,1302.5,21,7,4,23,99.4277459,황학동롯데캐슬,2.5,170.4166667,신설동역,108.62,2479.57,3.27,27.187105,285.4646,170.4166667,115.047932909375,서울특별시 중구 황학동
남산타운,59.94,37.54716677,127.0056772,153.7732237,1336.9,30,13,28,6,38.78579685,버티고개,2.5,180.4166667,버티고개역,108.62,2479.57,3.27,27.893822,292.88513,180.4166667,112.46846513593748,서울특별시 중구 신당동
남산롯데캐슬아이리스,44.99,37.55822471,126.9817445,310.7749621,1199.4,163,48,118,11,85.65990389,남산3호터널,1.25,222.0833333,회현(남대문시장)역,105.3,2724.02,2.88,31.80979,334.00278,222.0833333,111.91944379960938,서울특별시 중구 회현동1가
래미안하이베르,59.74,37.56103798,127.0209858,524.9534945,1216.1,44,15,23,27,264.0077329,동화동,1.5,160.0,신당역,106.85,2703.24,2.98,25.74671,270.34045,160.0,110.3404541015625,서울특별시 중구 신당동
서울역센트럴자이,84.972,37.55478004,126.9644582,546.5467807,1211.1,47,20,55,4,161.2238443,손기정체육공원입구,1.25,270.8333333,충정로(경기대입구)역,106.06,2698.72,2.93,35.992794,377.92432,270.8333333,107.09098310625,서울특별시 중구 만리동2가
약수하이츠,57.63,37.5551916,127.0163594,358.1312623,1311.0,47,17,24,13,392.9343566,신당동대우푸르지오.금호여중,2.25,169.375,신금호역,108.74,2362.79,3.17,26.244377,275.56595,169.375,106.19094848632812,서울특별시 중구 신당동
삼성사이버빌리지,59.93,37.55892666,126.9643209,86.42285254,1297.9,73,29,74,4,66.59799483,종근당.충정로역,2.25,174.375,충정로(경기대입구)역,108.74,2362.79,3.17,26.687334,280.21698,174.375,105.84197998046876,서울특별시 중구 중림동
삼정아트테라스정동,18.6574,37.56325109,126.9720315,300.913761,1212.7,143,42,101,11,230.6842081,서소문KAL빌딩,1.25,74.625,시청역,106.06,2698.72,2.93,17.036306,178.88123,74.625,104.2562255859375,서울특별시 중구 정동
삼정아트테라스정동,18.0824,37.56325109,126.9720315,300.913761,1339.0,143,42,101,11,230.6842081,서소문KAL빌딩,3.25,77.08333333,시청역,109.1,2417.56,3.62,17.267742,181.3113,77.08333333,104.22796122566406,서울특별시 중구 정동
충무로헤센스마트,21.04,37.56134257,126.9985981,399.4739357,1210.7,117,36,52,32,166.9549957,퇴계로5가,1.5,33.75,충무로역,106.85,2703.24,2.98,13.077416,137.31287,33.75,103.5628662109375,서울특별시 중구 충무로5가
남산타운,114.88,37.54716677,127.0056772,153.7732237,1436.5,30,13,28,6,38.78579685,버티고개,3.0,277.5,버티고개역,109.21,2230.27,3.52,36.227303,380.3867,277.5,102.88668823242188,서울특별시 중구 신당동
삼정아트테라스정동,24.2849,37.56325109,126.9720315,300.913761,1404.2,143,42,101,11,230.6842081,서소문KAL빌딩,3.0,135.0,시청역,109.21,2230.27,3.52,22.126186,232.32495,135.0,97.324951171875,서울특별시 중구 정동
남산타운,114.88,37.54716677,127.0056772,153.7732237,1351.4,30,13,28,6,38.78579685,버티고개,2.5,279.1666667,버티고개역,108.93,2333.93,3.38,35.798264,375.88174,279.1666667,96.71507768476562,서울특별시 중구 신당동
약수하이츠,57.63,37.5551916,127.0163594,358.1312623,1312.1,47,17,24,13,392.9343566,신당동대우푸르지오.금호여중,2.25,179.375,신금호역,108.74,2362.79,3.17,26.270271,275.83786,179.375,96.46286010742188,서울특별시 중구 신당동
약수하이츠,57.63,37.5551916,127.0163594,358.1312623,1394.2,47,17,24,13,392.9343566,신당동대우푸르지오.금호여중,2.5,188.75,신금호역,108.93,2333.93,3.38,27.103895,284.5909,188.75,95.84091186523438,서울특별시 중구 신당동
남산타운,84.88,37.54716677,127.0056772,153.7732237,1212.7,30,13,28,6,38.78579685,버티고개,1.25,280.4166667,버티고개역,106.06,2698.72,2.93,35.02524,367.765,280.4166667,87.34834794843749,서울특별시 중구 신당동
이지마루충무로,28.43,37.56330387,126.9994581,392.9992958,1300.7,108,36,53,32,62.70948034,퇴계로5가,1.75,76.875,을지로4가역,108.74,2474.95,3.1,15.591816,163.71407,76.875,86.83906555175781,서울특별시 중구 충무로5가
서울역센트럴자이,59.943,37.55478004,126.9644582,546.5467807,1193.6,47,20,55,4,161.2238443,손기정체육공원입구,1.25,191.6666667,충정로(경기대입구)역,104.69,2865.55,2.82,26.4418,277.6389,191.6666667,85.97221879804687,서울특별시 중구 만리동2가
현대,139.275,37.56050431,127.0229705,642.5304145,1391.7,27,9,13,16,145.0156737,금호베스트빌.래미안하이베르,2.5,175.0,신당역,108.93,2333.93,3.38,24.82521,260.6647,175.0,85.66470336914062,서울특별시 중구 신당동
충무로엘크루메크로시티2,22.75,37.5633946,126.9999942,403.9462367,1205.4,101,37,51,31,72.19381704,퇴계로5가,1.25,68.125,을지로4가역,105.3,2724.02,2.88,14.556843,152.84685,68.125,84.72184753417969,서울특별시 중구 충무로5가
남산리젠트힐,93.51,37.54874597,127.005328,172.9443735,1291.7,33,13,30,6,121.2985283,버티고개,1.75,300.4375,버티고개역,108.74,2474.95,3.1,36.64448,384.76706,300.4375,84.32955932617188,서울특별시 중구 신당동
서울역한라비발디센트럴,84.9774,37.55457358,126.9658471,376.5303457,1202.4,67,24,65,4,37.00312507,손기정체육공원입구,1.25,290.4166667,서울역,104.69,2865.55,2.82,35.668484,374.5191,290.4166667,84.10243730390624,서울특별시 중구 만리동2가
삼정아트테라스정동,17.7034,37.56325109,126.9720315,300.913761,1228.7,143,42,101,11,230.6842081,서소문KAL빌딩,1.25,105.2083333,시청역,106.06,2698.72,2.93,18.022808,189.23949,105.2083333,84.03115339433593,서울특별시 중구 정동
덕수궁롯데캐슬,56.2897,37.56370849,126.970043,377.9433754,1338.4,140,40,99,9,109.1088259,경찰청.동북아역사재단,3.25,161.7083333,서대문역,109.1,2417.56,3.62,23.20688,243.67224,161.7083333,81.96390791093751,서울특별시 중구 순화동
충무로엘크루메크로시티2,22.75,37.5633946,126.9999942,403.9462367,1218.5,101,37,51,31,72.19381704,퇴계로5가,1.5,76.25,을지로4가역,106.85,2703.24,2.98,14.242302,149.54416,76.25,73.29415893554688,서울특별시 중구 충무로5가
동대문솔하임,17.67,37.56771654,127.0163481,174.3397766,1299.4,42,14,17,30,87.47235825,성동공업고등학교(무궁화회관),1.75,62.58333333,신당역,108.74,2474.95,3.1,12.896846,135.41687,62.58333333,72.8335367871875,서울특별시 중구 흥인동
충무로헤센스마트,21.04,37.56134257,126.9985981,399.4739357,1224.2,117,36,52,32,166.9549957,퇴계로5가,1.5,65.5,충무로역,106.85,2703.24,2.98,13.077416,137.31287,65.5,71.8128662109375,서울특별시 중구 충무로5가
충무로엘크루메크로시티2,22.75,37.5633946,126.9999942,403.9462367,1311.7,101,37,51,31,72.19381704,퇴계로5가,2.25,70.625,을지로4가역,108.74,2362.79,3.17,13.432654,141.04288,70.625,70.41787719726562,서울특별시 중구 충무로5가
덕수궁롯데캐슬,42.3686,37.56370849,126.970043,377.9433754,1274.6,140,40,99,9,109.1088259,경찰청.동북아역사재단,1.75,91.04166667,서대문역,107.56,2628.34,3.03,15.3722515,161.40863,91.04166667,70.36696370109375,서울특별시 중구 순화동
오렌지카운티을지로,15.79,37.56522767,127.0014111,351.9331046,1221.4,90,33,49,30,111.179738,베이튼호텔,1.25,17.11458333,을지로4가역,106.06,2698.72,2.93,8.245917,86.58213,17.11458333,69.4675471021289,서울특별시 중구 오장동
리마크빌동대문,24.25,37.56579485,127.0166238,58.0613569,1218.5,43,14,17,31,187.3336721,신당역.중앙시장앞,1.5,86.25,신당역,106.85,2703.24,2.98,14.756281,154.94095,86.25,68.69094848632812,서울특별시 중구 흥인동
충무로엘크루메크로시티2,22.75,37.5633946,126.9999942,403.9462367,1370.1,101,37,51,31,72.19381704,퇴계로5가,3.25,75.70833333,을지로4가역,109.1,2417.56,3.62,13.745537,144.32812,75.70833333,68.61979167,서울특별시 중구 충무로5가
(73-1),19.5,37.56980153,127.0193293,462.5655164,1196.0,27,7,5,23,104.256132,청계8가.영도교,1.25,50.52083333,신당역,105.3,2724.02,2.88,11.067686,116.2107,50.52083333,65.68986765876953,서울특별시 중구 황학동
(73-1),18.97,37.56980153,127.0193293,462.5655164,1247.1,27,7,5,23,104.256132,청계8가.영도교,1.5,41.75,신당역,106.85,2703.24,2.98,10.040066,105.420685,41.75,63.670684814453125,서울특별시 중구 황학동
리하우스(LEEHAUS),40.236,37.55991429,126.9666325,200.5556823,1430.4,102,32,89,7,114.0273568,한국경제신문사.서소문역사공원,3.0,92.0,충정로(경기대입구)역,109.21,2230.27,3.52,14.689525,154.24,92.0,62.24000549316406,서울특별시 중구 중림동
한진해모로,27.27,37.56372841,127.0257107,329.2851317,1185.5,18,7,4,16,155.7631519,신당초등학교,1.25,7.239583333,상왕십리역,104.69,2865.55,2.82,6.5721607,69.00769,7.239583333,61.7681070966875,서울특별시 중구 신당동
리하우스(LEEHAUS),43.056,37.55991429,126.9666325,200.5556823,1202.4,102,32,89,7,114.0273568,한국경제신문사.서소문역사공원,1.25,77.41666667,충정로(경기대입구)역,104.69,2865.55,2.82,13.245214,139.07475,77.41666667,61.65808613761719,서울특별시 중구 중림동
청구e편한세상,118.47,37.55996016,127.015451,148.0705762,1190.4,63,20,29,31,70.23484134,청구역,1.25,310.4166667,청구역,104.69,2865.55,2.82,35.333652,371.00333,310.4166667,60.58665971601562,서울특별시 중구 신당동
리하우스(LEEHAUS),43.056,37.55991429,126.9666325,200.5556823,1199.5,102,32,89,7,114.0273568,한국경제신문사.서소문역사공원,1.25,77.41666667,충정로(경기대입구)역,105.3,2724.02,2.88,13.067348,137.20714,77.41666667,59.79047139152344,서울특별시 중구 중림동
서울역센트럴자이,59.9707,37.55478004,126.9644582,546.5467807,1309.6,47,20,55,4,161.2238443,손기정체육공원입구,2.5,235.1666667,충정로(경기대입구)역,108.62,2479.57,3.27,28.081306,294.85373,235.1666667,59.68706254804687,서울특별시 중구 만리동2가
동대문와이즈캐슬,15.55,37.56575366,127.0154437,76.3137868,1332.5,52,17,26,31,102.6009616,충무아트센터.스포츠센터.중부소방서,2.5,53.25,신당역,108.62,2479.57,3.27,10.699037,112.33988,53.25,59.089881896972656,서울특별시 중구 흥인동
신당파인힐하나유보라,30.2477,37.56478,127.02471,413.0128704,1309.7,18,7,4,22,17.8702148,신당파인힐하나유보라,2.5,72.33333333,상왕십리역,108.62,2479.57,3.27,12.473812,130.97502,72.33333333,58.641688032304685,서울특별시 중구 신당동
신당파인힐하나유보라,24.3931,37.56478,127.02471,413.0128704,1277.0,18,7,4,22,17.8702148,신당파인힐하나유보라,1.75,65.45833333,상왕십리역,107.56,2628.34,3.03,11.657836,122.40727,65.45833333,56.94893900886719,서울특별시 중구 신당동
한진해모로,27.27,37.56372841,127.0257107,329.2851317,1199.6,18,7,4,16,155.7631519,신당초등학교,1.25,12.90208333,상왕십리역,105.3,2724.02,2.88,6.613364,69.44032,12.90208333,56.538239545976566,서울특별시 중구 신당동
더플레이스충정로,19.95,37.55898079,126.9660682,169.5458754,1274.6,90,31,86,5,152.2182876,종근당.충정로역,1.75,72.45833333,충정로(경기대입구)역,107.56,2628.34,3.03,12.250226,128.62737,72.45833333,56.169031782304685,서울특별시 중구 중림동
충무로헤센스마트,19.76,37.56134257,126.9985981,399.4739357,1224.2,117,36,52,32,166.9549957,퇴계로5가,1.5,81.25,충무로역,106.85,2703.24,2.98,13.077416,137.31287,81.25,56.0628662109375,서울특별시 중구 충무로5가
리하우스(LEEHAUS),43.056,37.55991429,126.9666325,200.5556823,1427.0,102,32,89,7,114.0273568,한국경제신문사.서소문역사공원,3.0,92.0,충정로(경기대입구)역,109.21,2230.27,3.52,14.081751,147.85838,92.0,55.85838317871094,서울특별시 중구 중림동
충무로헤센스마트,21.04,37.56134257,126.9985981,399.4739357,1195.2,117,36,52,32,166.9549957,퇴계로5가,1.25,81.04166667,충무로역,104.69,2865.55,2.82,13.031416,136.82986,81.04166667,55.78819783195313,서울특별시 중구 충무로5가
신당파인힐하나유보라,30.4927,37.56478,127.02471,413.0128704,1211.1,18,7,4,22,17.8702148,신당파인힐하나유보라,1.25,70.16666667,상왕십리역,106.06,2698.72,2.93,11.947891,125.45286,70.16666667,55.28619130119141,서울특별시 중구 신당동
더플레이스충정로,17.68,37.55898079,126.9660682,169.5458754,1197.8,90,31,86,5,152.2182876,종근당.충정로역,1.25,70.04166667,충정로(경기대입구)역,105.3,2724.02,2.88,11.854588,124.47317,70.04166667,54.4315007494336,서울특별시 중구 중림동
더플레이스충정로,22.67,37.55898079,126.9660682,169.5458754,1196.4,90,31,86,5,152.2182876,종근당.충정로역,1.25,76.04166667,충정로(경기대입구)역,105.3,2724.02,2.88,12.369196,129.87656,76.04166667,53.83488972648438,서울특별시 중구 중림동
한진해모로,27.27,37.56372841,127.0257107,329.2851317,1230.1,18,7,4,16,155.7631519,신당초등학교,1.5,14.87875,상왕십리역,106.85,2703.24,2.98,6.46004,67.83042,14.87875,52.95167144775391,서울특별시 중구 신당동
동대문솔하임,19.67,37.56771654,127.0163481,174.3397766,1202.7,42,14,17,30,87.47235825,성동공업고등학교(무궁화회관),1.25,86.04166667,신당역,106.06,2698.72,2.93,13.215988,138.76787,86.04166667,52.72620137199219,서울특별시 중구 흥인동
리하우스(LEEHAUS),30.357,37.55991429,126.9666325,200.5556823,1436.6,102,32,89,7,114.0273568,한국경제신문사.서소문역사공원,3.0,81.0,충정로(경기대입구)역,109.21,2230.27,3.52,12.70617,133.41478,81.0,52.41477966308594,서울특별시 중구 중림동
충무로헤센스마트,19.76,37.56134257,126.9985981,399.4739357,1269.4,117,36,52,32,166.9549957,퇴계로5가,1.5,71.25,충무로역,106.85,2703.24,2.98,11.7735615,123.6224,71.25,52.37239837646485,서울특별시 중구 충무로5가
더플레이스충정로,17.04,37.55898079,126.9660682,169.5458754,1236.6,90,31,86,5,152.2182876,종근당.충정로역,1.5,71.25,충정로(경기대입구)역,106.85,2703.24,2.98,11.737456,123.243286,71.25,51.9932861328125,서울특별시 중구 중림동
더플레이스충정로,17.68,37.55898079,126.9660682,169.5458754,1419.3,90,31,86,5,152.2182876,종근당.충정로역,3.0,71.5,충정로(경기대입구)역,109.21,2230.27,3.52,11.749245,123.36707,71.5,51.86707305908203,서울특별시 중구 중림동
삼정아트테라스정동,14.2664,37.56325109,126.9720315,300.913761,1404.2,143,42,101,11,230.6842081,서소문KAL빌딩,3.0,70.0,시청역,109.21,2230.27,3.52,11.602352,121.82469,70.0,51.82469177246094,서울특별시 중구 정동
파크원빌,20.01,37.56036707,127.0045435,173.3487208,1228.7,87,29,50,29,101.4930814,장충동.동국대입구,1.25,71.04166667,동대입구역,106.06,2698.72,2.93,11.5344095,121.1113,71.04166667,50.06963093742188,서울특별시 중구 장충동2가
동대문와이즈캐슬,15.55,37.56575366,127.0154437,76.3137868,1297.9,52,17,26,31,102.6009616,충무아트센터.스포츠센터.중부소방서,2.25,61.875,신당역,108.74,2362.79,3.17,10.5883665,111.17785,61.875,49.30284881591797,서울특별시 중구 흥인동
청계우성아트윈,16.1,37.56985003,127.0222559,522.3118814,1418.1,22,7,4,23,149.3767938,황학동롯데캐슬,3.0,52.5,신당역,109.21,2230.27,3.52,9.6688385,101.522804,52.5,49.02280426025391,서울특별시 중구 황학동
파크원빌,14.22,37.56036707,127.0045435,173.3487208,1216.7,87,29,50,29,101.4930814,장충동.동국대입구,1.5,61.25,동대입구역,106.85,2703.24,2.98,10.449583,109.72062,61.25,48.47061920166016,서울특별시 중구 장충동2가
동대문와이즈캐슬,15.55,37.56575366,127.0154437,76.3137868,1302.7,52,17,26,31,102.6009616,충무아트센터.스포츠센터.중부소방서,2.25,65.875,신당역,108.74,2362.79,3.17,10.870393,114.13912,65.875,48.264122009277344,서울특별시 중구 흥인동
동대문와이즈캐슬,16.55,37.56575366,127.0154437,76.3137868,1205.7,52,17,26,31,102.6009616,충무아트센터.스포츠센터.중부소방서,1.25,62.08333333,신당역,105.3,2724.02,2.88,10.474738,109.98476,62.08333333,47.90142313972656,서울특별시 중구 흥인동
동대문와이즈캐슬,15.55,37.56575366,127.0154437,76.3137868,1332.5,52,17,26,31,102.6009616,충무아트센터.스포츠센터.중부소방서,2.5,65.08333333,신당역,108.62,2479.57,3.27,10.699037,112.33988,65.08333333,47.256548566972654,서울특별시 중구 흥인동
약수역더시티,18.86,37.55320546,127.0107186,121.6217751,1261.8,52,16,29,8,97.2262724,약수역,1.75,86.45833333,약수역,107.56,2628.34,3.03,12.698474,133.33397,86.45833333,46.875635786210935,서울특별시 중구 신당동
더플레이스충정로,17.04,37.55898079,126.9660682,169.5458754,1266.0,90,31,86,5,152.2182876,종근당.충정로역,1.75,71.45833333,충정로(경기대입구)역,108.74,2474.95,3.1,11.269783,118.332726,71.45833333,46.87439219490234,서울특별시 중구 중림동
더플레이스충정로,14.32,37.55898079,126.9660682,169.5458754,1272.7,90,31,86,5,152.2182876,종근당.충정로역,1.75,62.45833333,충정로(경기대입구)역,107.56,2628.34,3.03,10.402118,109.22224,62.45833333,46.76390330330078,서울특별시 중구 중림동
파크원빌,13.51,37.56036707,127.0045435,173.3487208,1199.6,87,29,50,29,101.4930814,장충동.동국대입구,1.25,61.04166667,동대입구역,105.3,2724.02,2.88,10.226971,107.38319,61.04166667,46.34151967033203,서울특별시 중구 장충동2가
파크원빌,13.12,37.56036707,127.0045435,173.3487208,1199.5,87,29,50,29,101.4930814,장충동.동국대입구,1.25,61.04166667,동대입구역,105.3,2724.02,2.88,10.226971,107.38319,61.04166667,46.34151967033203,서울특별시 중구 장충동2가
신당파인힐하나유보라,30.4927,37.56478,127.02471,413.0128704,1298.0,18,7,4,22,17.8702148,신당파인힐하나유보라,2.25,80.5,상왕십리역,108.74,2362.79,3.17,12.060863,126.63905,80.5,46.13905334472656,서울특별시 중구 신당동
파크원빌,13.51,37.56036707,127.0045435,173.3487208,1196.9,87,29,50,29,101.4930814,장충동.동국대입구,1.25,61.04166667,동대입구역,105.3,2724.02,2.88,10.164263,106.72476,61.04166667,45.68309529289063,서울특별시 중구 장충동2가
오렌지카운티을지로,12.26,37.56522767,127.0014111,351.9331046,1429.7,90,33,49,30,111.179738,베이튼호텔,2.5,45.75,을지로4가역,108.93,2333.93,3.38,8.632278,90.63892,45.75,44.88892364501953,서울특별시 중구 오장동
덕수궁롯데캐슬,117.7748,37.56370849,126.970043,377.9433754,1196.0,140,40,99,9,109.1088259,경찰청.동북아역사재단,1.25,312.5,서대문역,105.3,2724.02,2.88,33.98264,356.81772,312.5,44.317718505859375,서울특별시 중구 순화동
동대문와이즈캐슬,15.55,37.56575366,127.0154437,76.3137868,1267.7,52,17,26,31,102.6009616,충무아트센터.스포츠센터.중부소방서,1.75,64.45833333,신당역,107.56,2628.34,3.03,10.335115,108.518715,64.45833333,44.060381574785154,서울특별시 중구 흥인동
삼정아트테라스정동,14.2664,37.56325109,126.9720315,300.913761,1220.6,143,42,101,11,230.6842081,서소문KAL빌딩,1.25,65.20833333,시청역,106.06,2698.72,2.93,10.329169,108.45628,65.20833333,43.247950239335935,서울특별시 중구 정동
덕수궁롯데캐슬,31.7571,37.56370849,126.970043,377.9433754,1394.2,140,40,99,9,109.1088259,경찰청.동북아역사재단,2.5,137.1666667,서대문역,108.93,2333.93,3.38,17.177423,180.36295,137.1666667,43.19627885664062,서울특별시 중구 순화동
파크원빌,13.51,37.56036707,127.0045435,173.3487208,1436.5,87,29,50,29,101.4930814,장충동.동국대입구,3.0,65.5,동대입구역,109.21,2230.27,3.52,10.308213,108.23624,65.5,42.736236572265625,서울특별시 중구 장충동2가
(73-1),16.69,37.56980153,127.0193293,462.5655164,1287.5,27,7,5,23,104.256132,청계8가.영도교,1.75,46.45833333,신당역,108.74,2474.95,3.1,8.3895235,88.09,46.45833333,41.63166300789062,서울특별시 중구 황학동
남산SKLEADERSVIEW,137.53,37.55912534,126.9806038,219.1012692,1427.2,163,50,119,11,184.967573,남산3호터널.서울애니메이션센터,2.5,317.0,회현(남대문시장)역,108.93,2333.93,3.38,34.08343,357.876,317.0,40.876007080078125,서울특별시 중구 회현동1가
오렌지카운티을지로,12.43,37.56522767,127.0014111,351.9331046,1420.6,90,33,49,30,111.179738,베이튼호텔,3.0,65.5,을지로4가역,109.21,2230.27,3.52,9.892045,103.86647,65.5,38.36647033691406,서울특별시 중구 오장동
오렌지카운티을지로,12.26,37.56522767,127.0014111,351.9331046,1197.1,90,33,49,30,111.179738,베이튼호텔,1.25,58.52083333,을지로4가역,105.3,2724.02,2.88,9.199292,96.59257,58.52083333,38.07173411384765,서울특별시 중구 오장동
약수역더시티,18.86,37.55320546,127.0107186,121.6217751,1428.9,52,16,29,8,97.2262724,약수역,3.0,102.5,약수역,109.21,2230.27,3.52,13.126408,137.82729,102.5,35.32728576660156,서울특별시 중구 신당동
