이름,최대인원,침실,침대,욕실,가격,detail내용,위도,경도,geometry,지하철까지거리m,지하철역,가장 가까운 버스정류장까지 거리(m),가장 가까운 버스정류장,1000버퍼,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑
"Two Bedroom Deluxe Suite / 주, 월 단위 할인 프로모션 중",4,2,3,1.0,235664,,37.559887,126.990912,POINT (955037.4827275776 1951292.1462326352),315.92816419070937,충무로역,163.84695618451158,퇴계로3가.한옥마을.한국의집,"POLYGON ((956037.4827275776 1951292.1462326352, 956032.6674542498 1951194.1290923057, 956018.2680079808 1951097.0559106192, 955994.4230633097 1951001.8615553807, 955961.3622600888 1950909.4628002702, 955919.4039919259 1950820.7494958092, 955868.95233988 1950736.5759996157, 955810.4931809403 1950657.7529484716, 955744.5895087641 1950585.0394514487, 955671.8760117412 1950519.1357792725, 955593.0529605972 1950460.6766203328, 955508.8794644036 1950410.224968287, 955420.1661599426 1950368.266700124, 955327.7674048321 1950335.205896903, 955232.5730495937 1950311.360952232, 955135.4998679071 1950296.961505963, 955037.4827275776 1950292.1462326352, 954939.465587248 1950296.961505963, 954842.3924055614 1950311.360952232, 954747.1980503231 1950335.205896903, 954654.7992952125 1950368.266700124, 954566.0859907515 1950410.224968287, 954481.9124945579 1950460.6766203328, 954403.0894434139 1950519.1357792725, 954330.375946391 1950585.0394514487, 954264.4722742148 1950657.7529484716, 954206.0131152751 1950736.5759996157, 954155.5614632292 1950820.7494958092, 954113.6031950663 1950909.4628002702, 954080.5423918454 1951001.8615553807, 954056.6974471743 1951097.0559106192, 954042.2980009053 1951194.1290923057, 954037.4827275776 1951292.1462326352, 954042.2980009053 1951390.1633729648, 954056.6974471743 1951487.2365546513, 954080.5423918454 1951582.4309098898, 954113.6031950663 1951674.8296650003, 954155.5614632292 1951763.5429694613, 954206.0131152751 1951847.7164656548, 954264.4722742148 1951926.539516799, 954330.375946391 1951999.2530138218, 954403.0894434139 1952065.156685998, 954481.9124945579 1952123.6158449377, 954566.0859907515 1952174.0674969836, 954654.7992952125 1952216.0257651466, 954747.1980503231 1952249.0865683674, 954842.3924055614 1952272.9315130385, 954939.465587248 1952287.3309593075, 955037.4827275776 1952292.1462326352, 955135.4998679071 1952287.3309593075, 955232.5730495937 1952272.9315130385, 955327.7674048321 1952249.0865683674, 955420.1661599426 1952216.0257651466, 955508.8794644036 1952174.0674969836, 955593.0529605972 1952123.6158449377, 955671.8760117412 1952065.156685998, 955744.5895087641 1951999.2530138218, 955810.4931809403 1951926.539516799, 955868.95233988 1951847.7164656548, 955919.4039919259 1951763.5429694613, 955961.3622600888 1951674.8296650003, 955994.4230633097 1951582.4309098898, 956018.2680079808 1951487.2365546513, 956032.6674542498 1951390.1633729648, 956037.4827275776 1951292.1462326352))",88,25,43,6
WECOSTAY Myeongdong D2 ( 싱글+싱글 베드),2,1,2,1.0,115000,,37.562915,126.997557,POINT (955626.1672348969 1951624.9292624877),349.24420915595374,충무로역,135.44744078858645,충무로역8번출구.대한극장앞,"POLYGON ((956626.1672348969 1951624.9292624877, 956621.3519615692 1951526.912122158, 956606.9525153001 1951429.8389404716, 956583.1075706291 1951334.6445852332, 956550.0467674081 1951242.2458301226, 956508.0884992452 1951153.5325256616, 956457.6368471994 1951069.3590294681, 956399.1776882596 1950990.535978324, 956333.2740160835 1950917.8224813011, 956260.5605190606 1950851.918809125, 956181.7374679166 1950793.4596501852, 956097.563971723 1950743.0079981394, 956008.850667262 1950701.0497299763, 955916.4519121514 1950667.9889267555, 955821.2575569131 1950644.1439820845, 955724.1843752265 1950629.7445358154, 955626.1672348969 1950624.9292624877, 955528.1500945673 1950629.7445358154, 955431.0769128808 1950644.1439820845, 955335.8825576424 1950667.9889267555, 955243.4838025318 1950701.0497299763, 955154.7704980709 1950743.0079981394, 955070.5970018773 1950793.4596501852, 954991.7739507332 1950851.918809125, 954919.0604537104 1950917.8224813011, 954853.1567815342 1950990.535978324, 954794.6976225944 1951069.3590294681, 954744.2459705486 1951153.5325256616, 954702.2877023857 1951242.2458301226, 954669.2268991647 1951334.6445852332, 954645.3819544937 1951429.8389404716, 954630.9825082247 1951526.912122158, 954626.1672348969 1951624.9292624877, 954630.9825082247 1951722.9464028173, 954645.3819544937 1951820.0195845037, 954669.2268991647 1951915.2139397422, 954702.2877023857 1952007.6126948528, 954744.2459705486 1952096.3259993137, 954794.6976225944 1952180.4994955072, 954853.1567815342 1952259.3225466514, 954919.0604537104 1952332.0360436742, 954991.7739507332 1952397.9397158504, 955070.5970018773 1952456.3988747902, 955154.7704980709 1952506.850526836, 955243.4838025318 1952548.808794999, 955335.8825576424 1952581.8695982199, 955431.0769128808 1952605.714542891, 955528.1500945673 1952620.11398916, 955626.1672348969 1952624.9292624877, 955724.1843752265 1952620.11398916, 955821.2575569131 1952605.714542891, 955916.4519121514 1952581.8695982199, 956008.850667262 1952548.808794999, 956097.563971723 1952506.850526836, 956181.7374679166 1952456.3988747902, 956260.5605190606 1952397.9397158504, 956333.2740160835 1952332.0360436742, 956399.1776882596 1952259.3225466514, 956457.6368471994 1952180.4994955072, 956508.0884992452 1952096.3259993137, 956550.0467674081 1952007.6126948528, 956583.1075706291 1951915.2139397422, 956606.9525153001 1951820.0195845037, 956621.3519615692 1951722.9464028173, 956626.1672348969 1951624.9292624877))",63,21,40,8
P02. ♥Beautifully designed room. 파티룸♥,16,1,8,1.0,119000,,37558075.0,126.963345,POINT (Infinity Infinity),inf,미사역,inf,남대문세무서.서울백병원,POLYGON EMPTY,0,0,0,0
WECOSTAY Myeongdong E,2,1,1,1.0,105000,,37.562915,126.997557,POINT (955626.1672348969 1951624.9292624877),349.24420915595374,충무로역,135.44744078858645,충무로역8번출구.대한극장앞,"POLYGON ((956626.1672348969 1951624.9292624877, 956621.3519615692 1951526.912122158, 956606.9525153001 1951429.8389404716, 956583.1075706291 1951334.6445852332, 956550.0467674081 1951242.2458301226, 956508.0884992452 1951153.5325256616, 956457.6368471994 1951069.3590294681, 956399.1776882596 1950990.535978324, 956333.2740160835 1950917.8224813011, 956260.5605190606 1950851.918809125, 956181.7374679166 1950793.4596501852, 956097.563971723 1950743.0079981394, 956008.850667262 1950701.0497299763, 955916.4519121514 1950667.9889267555, 955821.2575569131 1950644.1439820845, 955724.1843752265 1950629.7445358154, 955626.1672348969 1950624.9292624877, 955528.1500945673 1950629.7445358154, 955431.0769128808 1950644.1439820845, 955335.8825576424 1950667.9889267555, 955243.4838025318 1950701.0497299763, 955154.7704980709 1950743.0079981394, 955070.5970018773 1950793.4596501852, 954991.7739507332 1950851.918809125, 954919.0604537104 1950917.8224813011, 954853.1567815342 1950990.535978324, 954794.6976225944 1951069.3590294681, 954744.2459705486 1951153.5325256616, 954702.2877023857 1951242.2458301226, 954669.2268991647 1951334.6445852332, 954645.3819544937 1951429.8389404716, 954630.9825082247 1951526.912122158, 954626.1672348969 1951624.9292624877, 954630.9825082247 1951722.9464028173, 954645.3819544937 1951820.0195845037, 954669.2268991647 1951915.2139397422, 954702.2877023857 1952007.6126948528, 954744.2459705486 1952096.3259993137, 954794.6976225944 1952180.4994955072, 954853.1567815342 1952259.3225466514, 954919.0604537104 1952332.0360436742, 954991.7739507332 1952397.9397158504, 955070.5970018773 1952456.3988747902, 955154.7704980709 1952506.850526836, 955243.4838025318 1952548.808794999, 955335.8825576424 1952581.8695982199, 955431.0769128808 1952605.714542891, 955528.1500945673 1952620.11398916, 955626.1672348969 1952624.9292624877, 955724.1843752265 1952620.11398916, 955821.2575569131 1952605.714542891, 955916.4519121514 1952581.8695982199, 956008.850667262 1952548.808794999, 956097.563971723 1952506.850526836, 956181.7374679166 1952456.3988747902, 956260.5605190606 1952397.9397158504, 956333.2740160835 1952332.0360436742, 956399.1776882596 1952259.3225466514, 956457.6368471994 1952180.4994955072, 956508.0884992452 1952096.3259993137, 956550.0467674081 1952007.6126948528, 956583.1075706291 1951915.2139397422, 956606.9525153001 1951820.0195845037, 956621.3519615692 1951722.9464028173, 956626.1672348969 1951624.9292624877))",63,21,40,8
"을지로 Chillin' inn(시티뷰/복층/파티룸/을지로4가/2,4,1,5호선 도보 5분)",4,1,2,1.0,93100,,37.565155,127.002608,POINT (956073.5703338907 1951871.0730338695),248.54058265062486,동대문역사문화공원역,17.46207738123516,베이튼호텔,"POLYGON ((957073.5703338907 1951871.0730338695, 957068.755060563 1951773.05589354, 957054.355614294 1951675.9827118535, 957030.5106696229 1951580.788356615, 956997.449866402 1951488.3896015044, 956955.491598239 1951399.6762970435, 956905.0399461932 1951315.50280085, 956846.5807872534 1951236.6797497058, 956780.6771150773 1951163.966252683, 956707.9636180544 1951098.0625805068, 956629.1405669104 1951039.603421567, 956544.9670707168 1950989.1517695212, 956456.2537662558 1950947.1935013582, 956363.8550111452 1950914.1326981373, 956268.6606559069 1950890.2877534663, 956171.5874742203 1950875.8883071973, 956073.5703338907 1950871.0730338695, 955975.5531935612 1950875.8883071973, 955878.4800118746 1950890.2877534663, 955783.2856566362 1950914.1326981373, 955690.8869015257 1950947.1935013582, 955602.1735970647 1950989.1517695212, 955518.0001008711 1951039.603421567, 955439.1770497271 1951098.0625805068, 955366.4635527042 1951163.966252683, 955300.559880528 1951236.6797497058, 955242.1007215882 1951315.50280085, 955191.6490695424 1951399.6762970435, 955149.6908013795 1951488.3896015044, 955116.6299981585 1951580.788356615, 955092.7850534875 1951675.9827118535, 955078.3856072185 1951773.05589354, 955073.5703338907 1951871.0730338695, 955078.3856072185 1951969.090174199, 955092.7850534875 1952066.1633558855, 955116.6299981585 1952161.357711124, 955149.6908013795 1952253.7564662346, 955191.6490695424 1952342.4697706955, 955242.1007215882 1952426.643266889, 955300.559880528 1952505.4663180332, 955366.4635527042 1952578.179815056, 955439.1770497271 1952644.0834872322, 955518.0001008711 1952702.542646172, 955602.1735970647 1952752.9942982178, 955690.8869015257 1952794.9525663808, 955783.2856566362 1952828.0133696017, 955878.4800118746 1952851.8583142727, 955975.5531935612 1952866.2577605417, 956073.5703338907 1952871.0730338695, 956171.5874742203 1952866.2577605417, 956268.6606559069 1952851.8583142727, 956363.8550111452 1952828.0133696017, 956456.2537662558 1952794.9525663808, 956544.9670707168 1952752.9942982178, 956629.1405669104 1952702.542646172, 956707.9636180544 1952644.0834872322, 956780.6771150773 1952578.179815056, 956846.5807872534 1952505.4663180332, 956905.0399461932 1952426.643266889, 956955.491598239 1952342.4697706955, 956997.449866402 1952253.7564662346, 957030.5106696229 1952161.357711124, 957054.355614294 1952066.1633558855, 957068.755060563 1951969.090174199, 957073.5703338907 1951871.0730338695))",50,14,29,26
WECOSTAY Myeongdong D_4,2,1,1,1.0,115000,,37.562915,126.997557,POINT (955626.1672348969 1951624.9292624877),349.24420915595374,충무로역,135.44744078858645,충무로역8번출구.대한극장앞,"POLYGON ((956626.1672348969 1951624.9292624877, 956621.3519615692 1951526.912122158, 956606.9525153001 1951429.8389404716, 956583.1075706291 1951334.6445852332, 956550.0467674081 1951242.2458301226, 956508.0884992452 1951153.5325256616, 956457.6368471994 1951069.3590294681, 956399.1776882596 1950990.535978324, 956333.2740160835 1950917.8224813011, 956260.5605190606 1950851.918809125, 956181.7374679166 1950793.4596501852, 956097.563971723 1950743.0079981394, 956008.850667262 1950701.0497299763, 955916.4519121514 1950667.9889267555, 955821.2575569131 1950644.1439820845, 955724.1843752265 1950629.7445358154, 955626.1672348969 1950624.9292624877, 955528.1500945673 1950629.7445358154, 955431.0769128808 1950644.1439820845, 955335.8825576424 1950667.9889267555, 955243.4838025318 1950701.0497299763, 955154.7704980709 1950743.0079981394, 955070.5970018773 1950793.4596501852, 954991.7739507332 1950851.918809125, 954919.0604537104 1950917.8224813011, 954853.1567815342 1950990.535978324, 954794.6976225944 1951069.3590294681, 954744.2459705486 1951153.5325256616, 954702.2877023857 1951242.2458301226, 954669.2268991647 1951334.6445852332, 954645.3819544937 1951429.8389404716, 954630.9825082247 1951526.912122158, 954626.1672348969 1951624.9292624877, 954630.9825082247 1951722.9464028173, 954645.3819544937 1951820.0195845037, 954669.2268991647 1951915.2139397422, 954702.2877023857 1952007.6126948528, 954744.2459705486 1952096.3259993137, 954794.6976225944 1952180.4994955072, 954853.1567815342 1952259.3225466514, 954919.0604537104 1952332.0360436742, 954991.7739507332 1952397.9397158504, 955070.5970018773 1952456.3988747902, 955154.7704980709 1952506.850526836, 955243.4838025318 1952548.808794999, 955335.8825576424 1952581.8695982199, 955431.0769128808 1952605.714542891, 955528.1500945673 1952620.11398916, 955626.1672348969 1952624.9292624877, 955724.1843752265 1952620.11398916, 955821.2575569131 1952605.714542891, 955916.4519121514 1952581.8695982199, 956008.850667262 1952548.808794999, 956097.563971723 1952506.850526836, 956181.7374679166 1952456.3988747902, 956260.5605190606 1952397.9397158504, 956333.2740160835 1952332.0360436742, 956399.1776882596 1952259.3225466514, 956457.6368471994 1952180.4994955072, 956508.0884992452 1952096.3259993137, 956550.0467674081 1952007.6126948528, 956583.1075706291 1951915.2139397422, 956606.9525153001 1951820.0195845037, 956621.3519615692 1951722.9464028173, 956626.1672348969 1951624.9292624877))",63,21,40,8
WECOSTAY Myeongdong B_8,2,1,1,1.0,105000,,37.562915,126.997557,POINT (955626.1672348969 1951624.9292624877),349.24420915595374,충무로역,135.44744078858645,충무로역8번출구.대한극장앞,"POLYGON ((956626.1672348969 1951624.9292624877, 956621.3519615692 1951526.912122158, 956606.9525153001 1951429.8389404716, 956583.1075706291 1951334.6445852332, 956550.0467674081 1951242.2458301226, 956508.0884992452 1951153.5325256616, 956457.6368471994 1951069.3590294681, 956399.1776882596 1950990.535978324, 956333.2740160835 1950917.8224813011, 956260.5605190606 1950851.918809125, 956181.7374679166 1950793.4596501852, 956097.563971723 1950743.0079981394, 956008.850667262 1950701.0497299763, 955916.4519121514 1950667.9889267555, 955821.2575569131 1950644.1439820845, 955724.1843752265 1950629.7445358154, 955626.1672348969 1950624.9292624877, 955528.1500945673 1950629.7445358154, 955431.0769128808 1950644.1439820845, 955335.8825576424 1950667.9889267555, 955243.4838025318 1950701.0497299763, 955154.7704980709 1950743.0079981394, 955070.5970018773 1950793.4596501852, 954991.7739507332 1950851.918809125, 954919.0604537104 1950917.8224813011, 954853.1567815342 1950990.535978324, 954794.6976225944 1951069.3590294681, 954744.2459705486 1951153.5325256616, 954702.2877023857 1951242.2458301226, 954669.2268991647 1951334.6445852332, 954645.3819544937 1951429.8389404716, 954630.9825082247 1951526.912122158, 954626.1672348969 1951624.9292624877, 954630.9825082247 1951722.9464028173, 954645.3819544937 1951820.0195845037, 954669.2268991647 1951915.2139397422, 954702.2877023857 1952007.6126948528, 954744.2459705486 1952096.3259993137, 954794.6976225944 1952180.4994955072, 954853.1567815342 1952259.3225466514, 954919.0604537104 1952332.0360436742, 954991.7739507332 1952397.9397158504, 955070.5970018773 1952456.3988747902, 955154.7704980709 1952506.850526836, 955243.4838025318 1952548.808794999, 955335.8825576424 1952581.8695982199, 955431.0769128808 1952605.714542891, 955528.1500945673 1952620.11398916, 955626.1672348969 1952624.9292624877, 955724.1843752265 1952620.11398916, 955821.2575569131 1952605.714542891, 955916.4519121514 1952581.8695982199, 956008.850667262 1952548.808794999, 956097.563971723 1952506.850526836, 956181.7374679166 1952456.3988747902, 956260.5605190606 1952397.9397158504, 956333.2740160835 1952332.0360436742, 956399.1776882596 1952259.3225466514, 956457.6368471994 1952180.4994955072, 956508.0884992452 1952096.3259993137, 956550.0467674081 1952007.6126948528, 956583.1075706291 1951915.2139397422, 956606.9525153001 1951820.0195845037, 956621.3519615692 1951722.9464028173, 956626.1672348969 1951624.9292624877))",63,21,40,8
"[쉼,] 진짜 쉼이 필요한 분을 위한. #충무로#힙지로#조명맛집",2,1,1,1.0,102000,"숙소 추정 가능(서울 중구 충무로 24 / 37.563406, 126.993403)",37.563406,126.993403,POINT (955259.5931039605 1951681.3726840417),227.13815779939594,충무로역,26.56424425610251,초동,"POLYGON ((956259.5931039605 1951681.3726840417, 956254.7778306328 1951583.3555437122, 956240.3783843637 1951486.2823620257, 956216.5334396927 1951391.0880067872, 956183.4726364717 1951298.6892516767, 956141.5143683088 1951209.9759472157, 956091.062716263 1951125.8024510222, 956032.6035573232 1951046.979399878, 955966.699885147 1950974.2659028552, 955893.9863881242 1950908.362230679, 955815.1633369802 1950849.9030717392, 955730.9898407866 1950799.4514196934, 955642.2765363256 1950757.4931515304, 955549.877781215 1950724.4323483096, 955454.6834259767 1950700.5874036385, 955357.6102442901 1950686.1879573695, 955259.5931039605 1950681.3726840417, 955161.5759636309 1950686.1879573695, 955064.5027819443 1950700.5874036385, 954969.308426706 1950724.4323483096, 954876.9096715954 1950757.4931515304, 954788.1963671345 1950799.4514196934, 954704.0228709409 1950849.9030717392, 954625.1998197968 1950908.362230679, 954552.486322774 1950974.2659028552, 954486.5826505978 1951046.979399878, 954428.123491658 1951125.8024510222, 954377.6718396122 1951209.9759472157, 954335.7135714493 1951298.6892516767, 954302.6527682283 1951391.0880067872, 954278.8078235573 1951486.2823620257, 954264.4083772883 1951583.3555437122, 954259.5931039605 1951681.3726840417, 954264.4083772883 1951779.3898243713, 954278.8078235573 1951876.4630060578, 954302.6527682283 1951971.6573612962, 954335.7135714493 1952064.0561164068, 954377.6718396122 1952152.7694208678, 954428.123491658 1952236.9429170613, 954486.5826505978 1952315.7659682054, 954552.486322774 1952388.4794652283, 954625.1998197968 1952454.3831374045, 954704.0228709409 1952512.8422963442, 954788.1963671345 1952563.29394839, 954876.9096715954 1952605.252216553, 954969.308426706 1952638.313019774, 955064.5027819443 1952662.157964445, 955161.5759636309 1952676.557410714, 955259.5931039605 1952681.3726840417, 955357.6102442901 1952676.557410714, 955454.6834259767 1952662.157964445, 955549.877781215 1952638.313019774, 955642.2765363256 1952605.252216553, 955730.9898407866 1952563.29394839, 955815.1633369802 1952512.8422963442, 955893.9863881242 1952454.3831374045, 955966.699885147 1952388.4794652283, 956032.6035573232 1952315.7659682054, 956091.062716263 1952236.9429170613, 956141.5143683088 1952152.7694208678, 956183.4726364717 1952064.0561164068, 956216.5334396927 1951971.6573612962, 956240.3783843637 1951876.4630060578, 956254.7778306328 1951779.3898243713, 956259.5931039605 1951681.3726840417))",80,23,39,7
WECOSTAY Myeongdong F_1,3,1,2,1.0,130000,,37.562915,126.997557,POINT (955626.1672348969 1951624.9292624877),349.24420915595374,충무로역,135.44744078858645,충무로역8번출구.대한극장앞,"POLYGON ((956626.1672348969 1951624.9292624877, 956621.3519615692 1951526.912122158, 956606.9525153001 1951429.8389404716, 956583.1075706291 1951334.6445852332, 956550.0467674081 1951242.2458301226, 956508.0884992452 1951153.5325256616, 956457.6368471994 1951069.3590294681, 956399.1776882596 1950990.535978324, 956333.2740160835 1950917.8224813011, 956260.5605190606 1950851.918809125, 956181.7374679166 1950793.4596501852, 956097.563971723 1950743.0079981394, 956008.850667262 1950701.0497299763, 955916.4519121514 1950667.9889267555, 955821.2575569131 1950644.1439820845, 955724.1843752265 1950629.7445358154, 955626.1672348969 1950624.9292624877, 955528.1500945673 1950629.7445358154, 955431.0769128808 1950644.1439820845, 955335.8825576424 1950667.9889267555, 955243.4838025318 1950701.0497299763, 955154.7704980709 1950743.0079981394, 955070.5970018773 1950793.4596501852, 954991.7739507332 1950851.918809125, 954919.0604537104 1950917.8224813011, 954853.1567815342 1950990.535978324, 954794.6976225944 1951069.3590294681, 954744.2459705486 1951153.5325256616, 954702.2877023857 1951242.2458301226, 954669.2268991647 1951334.6445852332, 954645.3819544937 1951429.8389404716, 954630.9825082247 1951526.912122158, 954626.1672348969 1951624.9292624877, 954630.9825082247 1951722.9464028173, 954645.3819544937 1951820.0195845037, 954669.2268991647 1951915.2139397422, 954702.2877023857 1952007.6126948528, 954744.2459705486 1952096.3259993137, 954794.6976225944 1952180.4994955072, 954853.1567815342 1952259.3225466514, 954919.0604537104 1952332.0360436742, 954991.7739507332 1952397.9397158504, 955070.5970018773 1952456.3988747902, 955154.7704980709 1952506.850526836, 955243.4838025318 1952548.808794999, 955335.8825576424 1952581.8695982199, 955431.0769128808 1952605.714542891, 955528.1500945673 1952620.11398916, 955626.1672348969 1952624.9292624877, 955724.1843752265 1952620.11398916, 955821.2575569131 1952605.714542891, 955916.4519121514 1952581.8695982199, 956008.850667262 1952548.808794999, 956097.563971723 1952506.850526836, 956181.7374679166 1952456.3988747902, 956260.5605190606 1952397.9397158504, 956333.2740160835 1952332.0360436742, 956399.1776882596 1952259.3225466514, 956457.6368471994 1952180.4994955072, 956508.0884992452 1952096.3259993137, 956550.0467674081 1952007.6126948528, 956583.1075706291 1951915.2139397422, 956606.9525153001 1951820.0195845037, 956621.3519615692 1951722.9464028173, 956626.1672348969 1951624.9292624877))",63,21,40,8
"[쉼,]남산뷰 고층숙소",2,1,1,1.0,108000,,37.563406,126.993403,POINT (955259.5931039605 1951681.3726840417),227.13815779939594,충무로역,26.56424425610251,초동,"POLYGON ((956259.5931039605 1951681.3726840417, 956254.7778306328 1951583.3555437122, 956240.3783843637 1951486.2823620257, 956216.5334396927 1951391.0880067872, 956183.4726364717 1951298.6892516767, 956141.5143683088 1951209.9759472157, 956091.062716263 1951125.8024510222, 956032.6035573232 1951046.979399878, 955966.699885147 1950974.2659028552, 955893.9863881242 1950908.362230679, 955815.1633369802 1950849.9030717392, 955730.9898407866 1950799.4514196934, 955642.2765363256 1950757.4931515304, 955549.877781215 1950724.4323483096, 955454.6834259767 1950700.5874036385, 955357.6102442901 1950686.1879573695, 955259.5931039605 1950681.3726840417, 955161.5759636309 1950686.1879573695, 955064.5027819443 1950700.5874036385, 954969.308426706 1950724.4323483096, 954876.9096715954 1950757.4931515304, 954788.1963671345 1950799.4514196934, 954704.0228709409 1950849.9030717392, 954625.1998197968 1950908.362230679, 954552.486322774 1950974.2659028552, 954486.5826505978 1951046.979399878, 954428.123491658 1951125.8024510222, 954377.6718396122 1951209.9759472157, 954335.7135714493 1951298.6892516767, 954302.6527682283 1951391.0880067872, 954278.8078235573 1951486.2823620257, 954264.4083772883 1951583.3555437122, 954259.5931039605 1951681.3726840417, 954264.4083772883 1951779.3898243713, 954278.8078235573 1951876.4630060578, 954302.6527682283 1951971.6573612962, 954335.7135714493 1952064.0561164068, 954377.6718396122 1952152.7694208678, 954428.123491658 1952236.9429170613, 954486.5826505978 1952315.7659682054, 954552.486322774 1952388.4794652283, 954625.1998197968 1952454.3831374045, 954704.0228709409 1952512.8422963442, 954788.1963671345 1952563.29394839, 954876.9096715954 1952605.252216553, 954969.308426706 1952638.313019774, 955064.5027819443 1952662.157964445, 955161.5759636309 1952676.557410714, 955259.5931039605 1952681.3726840417, 955357.6102442901 1952676.557410714, 955454.6834259767 1952662.157964445, 955549.877781215 1952638.313019774, 955642.2765363256 1952605.252216553, 955730.9898407866 1952563.29394839, 955815.1633369802 1952512.8422963442, 955893.9863881242 1952454.3831374045, 955966.699885147 1952388.4794652283, 956032.6035573232 1952315.7659682054, 956091.062716263 1952236.9429170613, 956141.5143683088 1952152.7694208678, 956183.4726364717 1952064.0561164068, 956216.5334396927 1951971.6573612962, 956240.3783843637 1951876.4630060578, 956254.7778306328 1951779.3898243713, 956259.5931039605 1951681.3726840417))",80,23,39,7
WECOSTAY Myeongdong D_3,2,1,1,1.0,115000,,37.562915,126.997557,POINT (955626.1672348969 1951624.9292624877),349.24420915595374,충무로역,135.44744078858645,충무로역8번출구.대한극장앞,"POLYGON ((956626.1672348969 1951624.9292624877, 956621.3519615692 1951526.912122158, 956606.9525153001 1951429.8389404716, 956583.1075706291 1951334.6445852332, 956550.0467674081 1951242.2458301226, 956508.0884992452 1951153.5325256616, 956457.6368471994 1951069.3590294681, 956399.1776882596 1950990.535978324, 956333.2740160835 1950917.8224813011, 956260.5605190606 1950851.918809125, 956181.7374679166 1950793.4596501852, 956097.563971723 1950743.0079981394, 956008.850667262 1950701.0497299763, 955916.4519121514 1950667.9889267555, 955821.2575569131 1950644.1439820845, 955724.1843752265 1950629.7445358154, 955626.1672348969 1950624.9292624877, 955528.1500945673 1950629.7445358154, 955431.0769128808 1950644.1439820845, 955335.8825576424 1950667.9889267555, 955243.4838025318 1950701.0497299763, 955154.7704980709 1950743.0079981394, 955070.5970018773 1950793.4596501852, 954991.7739507332 1950851.918809125, 954919.0604537104 1950917.8224813011, 954853.1567815342 1950990.535978324, 954794.6976225944 1951069.3590294681, 954744.2459705486 1951153.5325256616, 954702.2877023857 1951242.2458301226, 954669.2268991647 1951334.6445852332, 954645.3819544937 1951429.8389404716, 954630.9825082247 1951526.912122158, 954626.1672348969 1951624.9292624877, 954630.9825082247 1951722.9464028173, 954645.3819544937 1951820.0195845037, 954669.2268991647 1951915.2139397422, 954702.2877023857 1952007.6126948528, 954744.2459705486 1952096.3259993137, 954794.6976225944 1952180.4994955072, 954853.1567815342 1952259.3225466514, 954919.0604537104 1952332.0360436742, 954991.7739507332 1952397.9397158504, 955070.5970018773 1952456.3988747902, 955154.7704980709 1952506.850526836, 955243.4838025318 1952548.808794999, 955335.8825576424 1952581.8695982199, 955431.0769128808 1952605.714542891, 955528.1500945673 1952620.11398916, 955626.1672348969 1952624.9292624877, 955724.1843752265 1952620.11398916, 955821.2575569131 1952605.714542891, 955916.4519121514 1952581.8695982199, 956008.850667262 1952548.808794999, 956097.563971723 1952506.850526836, 956181.7374679166 1952456.3988747902, 956260.5605190606 1952397.9397158504, 956333.2740160835 1952332.0360436742, 956399.1776882596 1952259.3225466514, 956457.6368471994 1952180.4994955072, 956508.0884992452 1952096.3259993137, 956550.0467674081 1952007.6126948528, 956583.1075706291 1951915.2139397422, 956606.9525153001 1951820.0195845037, 956621.3519615692 1951722.9464028173, 956626.1672348969 1951624.9292624877))",63,21,40,8
