단지명,전용면적,계약년도,계약일,보증금,월세,층,위도,경도,지하철역,지하철거리,500m음식점수,계약날짜,환율,500m맛집,500m문화공간,500m문화재,500m쇼핑,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑,가장 가까운 버스정류장까지 거리(m),가장 가까운 버스정류장,금리,보증금고려월세
황학아크로타워,134.301,2022-02-01,20,10000.0,288,11,37.5660419798503,127.021721835241,신당역,191.4923447599134,76,2022/02/20,1197.1,10,2,0,1,24,8,5,23,60.78809230054661,성동고등학교,1.25,298.4166666666667
삼성,59.98,2022-02-01,20,25000.0,85,6,37.558535883830494,127.01844745293,신금호역,472.8633597877952,20,2022/02/20,1197.1,2,0,1,0,55,17,24,29,25.03257628178961,신당동삼성아파트.금호여중,1.25,111.04166666666669
래미안하이베르(임대),37.54,2022-02-01,21,3017.0,18,7,37.5610379790132,127.020985832433,신당역,524.9534945478343,88,2022/02/21,1196.4,7,0,1,0,44,15,23,27,264.0077328980435,동화동,1.25,21.14270833333333
미주,117.73,2022-02-01,21,13000.0,127,5,37.5562053858778,126.995997244096,충무로역,580.3917112589625,170,2022/02/21,1196.4,4,6,17,0,122,37,56,13,363.719238624583,남산1호터널,1.25,140.54166666666666
래미안하이베르,59.95,2022-02-01,21,50000.0,55,8,37.5610379790132,127.020985832433,신당역,524.9534945478343,88,2022/02/21,1196.4,7,0,1,0,44,15,23,27,264.0077328980435,동화동,1.25,107.08333333333334
순화동더샵,84.9,2022-02-01,21,5000.0,350,19,37.5602669008102,126.972035325682,서울역,348.4606199556672,282,2022/02/21,1196.4,29,6,36,3,143,43,101,9,38.29151534777954,숭례문라마다&스위트호텔,1.25,355.2083333333333
황학동코아루,84.94,2022-02-01,21,5000.0,170,13,37.5667434438878,127.022477811529,신당역,281.09224807306543,77,2022/02/21,1196.4,8,1,0,1,24,8,4,23,82.61857382160969,황학동주민센터,1.25,175.20833333333334
aaa,75.45,2022-02-01,21,5000.0,160,12,37.5674464828596,127.016527092399,신당역,147.34851997175824,164,2022/02/21,1196.4,9,4,1,11,42,14,17,30,121.06555380445334,성동공업고등학교(무궁화회관),1.25,165.20833333333334
더플레이스충정로,22.67,2022-02-01,21,1000.0,75,2,37.558980785321,126.966068233101,충정로(경기대입구)역,169.5458754048524,129,2022/02/21,1196.4,10,4,16,0,90,31,86,5,152.21828755716365,종근당.충정로역,1.25,76.04166666666667
리하우스(LEEHAUS),33.997,2022-02-01,22,10000.0,56,3,37.5599142889134,126.966632465339,충정로(경기대입구)역,200.555682270846,159,2022/02/22,1194.6,10,3,15,0,102,32,89,7,114.02735679071988,한국경제신문사.서소문역사공원,1.25,66.41666666666667
서제빌딩,21.45,2022-02-01,22,1000.0,60,10,37.5643899218959,127.001330851403,동대문역사문화공원역,356.66310340976054,272,2022/02/22,1194.6,25,4,8,3,91,35,49,30,133.71080905767624,베이튼호텔,1.25,61.04166666666666
서울역한라비발디센트럴,84.9774,2022-02-01,22,10000.0,195,12,37.55457358286571,126.965847056196,서울역,376.5303456813306,89,2022/02/22,1194.6,2,2,5,0,67,24,65,4,37.0031250698845,손기정체육공원입구,1.25,205.41666666666663
삼성사이버빌리지,59.7,2022-02-01,22,45000.0,50,1,37.5589266608979,126.964320892997,충정로(경기대입구)역,86.42285253868776,90,2022/02/22,1194.6,10,4,13,0,73,29,74,4,66.59799483216813,종근당.충정로역,1.25,96.875
현대,79.11,2022-02-01,22,6000.0,150,13,37.560504309545294,127.02297053804,신당역,642.5304144954268,81,2022/02/22,1194.6,3,0,1,0,27,9,13,16,145.0156737035655,금호베스트빌.래미안하이베르,1.25,156.25
남산센트럴자이,80.473,2022-02-01,22,58000.0,30,19,37.562514395202,126.997824376224,충무로역,352.7013286255665,229,2022/02/22,1194.6,16,6,13,2,104,36,55,33,129.0802746938073,충무로역8번출구.대한극장앞,1.25,90.41666666666666
삼성사이버빌리지,59.7,2022-02-01,22,45000.0,50,1,37.5589266608979,126.964320892997,충정로(경기대입구)역,86.42285253868776,90,2022/02/22,1194.6,10,4,13,0,73,29,74,4,66.59799483216813,종근당.충정로역,1.25,96.875
오렌지카운티을지로,15.79,2022-02-01,23,1000.0,75,15,37.5652276672427,127.001411116707,을지로4가역,351.93310458901897,273,2022/02/23,1194.7,23,4,7,3,90,33,49,30,111.17973797505265,베이튼호텔,1.25,76.04166666666667
롯데캐슬,59.94,2022-02-01,23,42000.0,20,33,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/02/23,1194.7,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.25,63.75
황학아크로타워,134.301,2022-02-01,23,10000.0,350,18,37.5660419798503,127.021721835241,신당역,191.4923447599134,76,2022/02/23,1194.7,10,2,0,1,24,8,5,23,60.78809230054661,성동고등학교,1.25,360.4166666666667
별장,62.81,2022-02-01,23,10000.0,15,2,37.5557193176243,126.98182135006,회현(남대문시장)역,442.7292649378695,292,2022/02/23,1194.7,11,6,11,1,154,44,108,11,152.72908374178917,백범광장,1.25,25.416666666666664
삼성사이버빌리지,84.93,2022-02-01,23,56000.0,6,8,37.5589266608979,126.964320892997,충정로(경기대입구)역,86.42285253868776,90,2022/02/23,1194.7,10,4,13,0,73,29,74,4,66.59799483216813,종근당.충정로역,1.25,64.33333333333334
현대,139.275,2022-02-01,24,50000.0,15,1,37.560504309545294,127.02297053804,신당역,642.5304144954268,81,2022/02/24,1192.1,3,0,1,0,27,9,13,16,145.0156737035655,금호베스트빌.래미안하이베르,1.25,67.08333333333334
서울역센트럴자이,59.9707,2022-02-01,24,47000.0,55,3,37.5547800420518,126.964458224138,충정로(경기대입구)역,546.5467807347819,101,2022/02/24,1192.1,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구,1.25,103.95833333333334
한양I-Class,16.37,2022-02-01,25,1000.0,60,15,37.567104494618896,127.023295498547,신당역,363.603136827756,77,2022/02/25,1199.4,6,1,0,3,23,7,4,23,29.19137096272764,황학동주민센터,1.25,61.04166666666666
남산롯데캐슬아이리스,44.99,2022-02-01,25,2000.0,220,20,37.5582247092319,126.981744459746,회현(남대문시장)역,310.7749620679906,333,2022/02/25,1199.4,27,7,12,5,163,48,118,11,85.65990388873333,남산3호터널,1.25,222.08333333333331
남산롯데캐슬아이리스,44.99,2022-02-01,25,2000.0,220,20,37.5582247092319,126.981744459746,회현(남대문시장)역,310.7749620679906,333,2022/02/25,1199.4,27,7,12,5,163,48,118,11,85.65990388873333,남산3호터널,1.25,222.08333333333331
현대,66.6,2022-02-01,25,3000.0,110,6,37.560504309545294,127.02297053804,신당역,642.5304144954268,81,2022/02/25,1199.4,3,0,1,0,27,9,13,16,145.0156737035655,금호베스트빌.래미안하이베르,1.25,113.125
파크원빌,13.51,2022-02-01,25,1000.0,60,5,37.560367072421,127.004543530031,동대입구역,173.3487208435671,123,2022/02/25,1199.4,16,6,13,5,87,29,50,29,101.49308138878293,장충동.동국대입구,1.25,61.04166666666666
약수하이츠,57.63,2022-02-01,25,25000.0,50,20,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/02/25,1199.4,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,1.25,76.04166666666667
롯데캐슬,59.94,2022-02-01,25,20000.0,130,25,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/02/25,1199.4,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.25,150.83333333333334
청계랜드힐아파트,50.06,2022-02-01,25,2000.0,125,7,37.5698992346542,127.021215048436,신당역,493.43284786167294,105,2022/02/25,1199.4,4,1,1,3,23,7,4,23,197.67966177367128,황학동롯데캐슬,1.25,127.08333333333331
서울역한라비발디센트럴,84.9774,2022-02-01,26,45000.0,100,4,37.55457358286571,126.965847056196,서울역,376.5303456813306,89,2022/02/26,1199.4,2,2,5,0,67,24,65,4,37.0031250698845,손기정체육공원입구,1.25,146.875
동대문와이즈캐슬,15.55,2022-02-01,26,1000.0,60,9,37.5657536581952,127.015443726545,신당역,76.31378679879745,159,2022/02/26,1199.4,9,5,0,11,52,17,26,31,102.6009616168716,충무아트센터.스포츠센터.중부소방서,1.25,61.04166666666666
남산타운,59.94,2022-02-01,26,50000.0,25,1,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/02/26,1199.4,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.25,77.08333333333334
롯데캐슬,59.91,2022-02-01,26,40000.0,60,29,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/02/26,1199.4,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.25,101.66666666666666
현대,79.11,2022-02-01,26,37000.0,40,1,37.560504309545294,127.02297053804,신당역,642.5304144954268,81,2022/02/26,1199.4,3,0,1,0,27,9,13,16,145.0156737035655,금호베스트빌.래미안하이베르,1.25,78.54166666666666
서울역센트럴자이,84.97199999999998,2022-02-01,26,10000.0,270,17,37.5547800420518,126.964458224138,충정로(경기대입구)역,546.5467807347819,101,2022/02/26,1199.4,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구,1.25,280.4166666666667
남산타운,114.88,2022-02-01,28,61000.0,6,11,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/02/28,1202.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.25,69.54166666666666
삼정아트테라스정동,32.0134,2022-02-01,28,20000.0,45,2,37.5632510909133,126.972031493823,시청역,300.9137610337463,514,2022/02/28,1202.7,33,13,37,1,143,42,101,11,230.68420809566103,서소문KAL빌딩,1.25,65.83333333333333
남산롯데캐슬아이리스,44.99,2022-02-01,28,3000.0,220,13,37.5582247092319,126.981744459746,회현(남대문시장)역,310.7749620679906,333,2022/02/28,1202.7,27,7,12,5,163,48,118,11,85.65990388873333,남산3호터널,1.25,223.125
서울역센트럴자이,72.99649999999998,2022-02-01,28,50000.0,100,6,37.5547800420518,126.964458224138,충정로(경기대입구)역,546.5467807347819,101,2022/02/28,1202.7,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구,1.25,152.08333333333334
약수하이츠,84.87999999999998,2022-02-01,28,20000.0,118,2,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/02/28,1202.7,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,1.25,138.83333333333334
삼정아트테라스정동,32.0134,2022-02-01,28,20000.0,45,2,37.5632510909133,126.972031493823,시청역,300.9137610337463,514,2022/02/28,1202.7,33,13,37,1,143,42,101,11,230.68420809566103,서소문KAL빌딩,1.25,65.83333333333333
남산롯데캐슬아이리스,176.42,2022-02-01,28,70000.0,350,24,37.5582247092319,126.981744459746,회현(남대문시장)역,310.7749620679906,333,2022/02/28,1202.7,27,7,12,5,163,48,118,11,85.65990388873333,남산3호터널,1.25,422.9166666666667
서울역센트럴자이,59.943,2022-03-01,1,20000.0,170,4,37.5547800420518,126.964458224138,충정로(경기대입구)역,546.5467807347819,101,2022/03/01,1202.7,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구,1.25,190.83333333333331
진양상가,71.93,2022-03-01,1,2000.0,100,11,37.5624227137843,126.995931151636,충무로역,197.7903468724876,213,2022/03/01,1202.7,22,6,12,1,129,37,71,25,65.48284525938637,충무로역8번출구.대한극장앞,1.25,102.08333333333331
남산롯데캐슬아이리스,44.99,2022-03-01,1,3000.0,120,17,37.5582247092319,126.981744459746,회현(남대문시장)역,310.7749620679906,333,2022/03/01,1202.7,27,7,12,5,163,48,118,11,85.65990388873333,남산3호터널,1.25,123.125
현대,83.97,2022-03-01,1,20000.0,55,13,37.560504309545294,127.02297053804,신당역,642.5304144954268,81,2022/03/01,1202.7,3,0,1,0,27,9,13,16,145.0156737035655,금호베스트빌.래미안하이베르,1.25,75.83333333333333
동대문솔하임,19.67,2022-03-01,1,1000.0,85,16,37.5677165362185,127.016348082451,신당역,174.3397765958725,165,2022/03/01,1202.7,8,4,1,11,42,14,17,30,87.4723582497348,성동공업고등학교(무궁화회관),1.25,86.04166666666667
약수하이츠,65.37,2022-03-01,1,28100.0,45,6,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/03/01,1202.7,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,1.25,74.27083333333333
남산타운,59.94,2022-03-01,1,2000.0,142,4,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/03/01,1202.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.25,144.08333333333334
약수하이츠,65.37,2022-03-01,1,28100.0,45,6,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/03/01,1202.7,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,1.25,74.27083333333333
남산타운,84.87999999999998,2022-03-01,2,20000.0,180,6,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/03/02,1205.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.25,200.83333333333331
LIG서울역리가,84.98659999999998,2022-03-01,2,40000.0,81,12,37.5562729792512,126.966882959987,서울역,421.6932281404668,121,2022/03/02,1205.6,7,3,15,0,74,30,74,4,168.61624434442572,서울의료보건고등학교.서울역서부,1.25,122.66666666666666
묵정,52.46,2022-03-01,2,2000.0,80,1,37.5607074663453,127.000060665185,동대입구역,522.9444304920572,186,2022/03/02,1205.6,25,12,18,5,115,37,59,31,185.86417386132544,퇴계로5가,1.25,82.08333333333333
(1546-0),29.35,2022-03-01,2,1000.0,95,7,37.5691148519668,127.021579876717,신당역,422.9698894703928,103,2022/03/02,1205.6,4,1,1,3,24,7,4,23,250.4883137702421,황학동롯데캐슬,1.25,96.04166666666669
삼성,84.95999999999998,2022-03-01,3,5000.0,140,12,37.558535883830494,127.01844745293,신금호역,472.8633597877952,20,2022/03/03,1205.0,2,0,1,0,55,17,24,29,25.03257628178961,신당동삼성아파트.금호여중,1.25,145.20833333333334
리마크빌동대문,27.47,2022-03-01,3,1500.0,115,15,37.565794853643695,127.016623843671,신당역,58.061356897640906,140,2022/03/03,1205.0,10,5,0,10,43,14,17,31,187.3336720760136,신당역.중앙시장앞,1.25,116.5625
청구e편한세상(임대),35.79,2022-03-01,3,2799.0,16,5,37.5599601596254,127.015451019186,청구역,148.0705761514984,96,2022/03/03,1205.0,4,1,1,0,63,20,29,31,70.23484133934264,청구역,1.25,18.915625
삼성,59.97,2022-03-01,4,20000.0,76,4,37.558535883830494,127.01844745293,신금호역,472.8633597877952,20,2022/03/04,1203.6,2,0,1,0,55,17,24,29,25.03257628178961,신당동삼성아파트.금호여중,1.25,96.83333333333331
남산롯데캐슬아이리스,44.99,2022-03-01,4,3000.0,220,21,37.5582247092319,126.981744459746,회현(남대문시장)역,310.7749620679906,333,2022/03/04,1203.6,27,7,12,5,163,48,118,11,85.65990388873333,남산3호터널,1.25,223.125
현대,83.97,2022-03-01,4,20000.0,130,14,37.560504309545294,127.02297053804,신당역,642.5304144954268,81,2022/03/04,1203.6,3,0,1,0,27,9,13,16,145.0156737035655,금호베스트빌.래미안하이베르,1.25,150.83333333333334
(73-1),18.82,2022-03-01,4,1000.0,55,4,37.56980153016272,127.019329304009,신당역,462.5655163555446,106,2022/03/04,1203.6,4,1,1,4,27,7,5,23,104.2561319628623,청계8가.영도교,1.25,56.04166666666666
삼성사이버빌리지,114.77,2022-03-01,4,40000.0,160,17,37.5589266608979,126.964320892997,충정로(경기대입구)역,86.42285253868776,90,2022/03/04,1203.6,10,4,13,0,73,29,74,4,66.59799483216813,종근당.충정로역,1.25,201.66666666666663
(340-127),16.64,2022-03-01,4,3000.0,25,9,37.5559723399868,127.012449835838,약수역,208.5619824879092,95,2022/03/04,1203.6,10,3,9,0,62,20,30,29,97.74350362675004,약수역3번출구.약수하이츠,1.25,28.125
현대,83.97,2022-03-01,5,20000.0,130,7,37.560504309545294,127.02297053804,신당역,642.5304144954268,81,2022/03/05,1203.6,3,0,1,0,27,9,13,16,145.0156737035655,금호베스트빌.래미안하이베르,1.25,150.83333333333334
롯데캐슬,84.89,2022-03-01,5,8000.0,147,20,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/03/05,1203.6,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.25,155.33333333333334
삼성,59.98,2022-03-01,5,20000.0,80,4,37.558535883830494,127.01844745293,신금호역,472.8633597877952,20,2022/03/05,1203.6,2,0,1,0,55,17,24,29,25.03257628178961,신당동삼성아파트.금호여중,1.25,100.83333333333331
서울역한라비발디센트럴,71.9832,2022-03-01,5,4000.0,135,10,37.55457358286571,126.965847056196,서울역,376.5303456813306,89,2022/03/05,1203.6,2,2,5,0,67,24,65,4,37.0031250698845,손기정체육공원입구,1.25,139.16666666666666
약수하이츠,57.63,2022-03-01,7,5000.0,118,16,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/03/07,1211.5,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,1.25,123.20833333333331
약수하이츠,57.63,2022-03-01,7,20000.0,80,1,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/03/07,1211.5,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,1.25,100.83333333333331
그랜드힐오피스텔,24.15,2022-03-01,7,1000.0,70,11,37.5702296205124,127.018597604305,동묘앞역,345.5497230278093,59,2022/03/07,1211.5,4,1,1,4,30,7,5,23,50.90037698917935,청계8가.영도교,1.25,71.04166666666667
남산타운,59.94,2022-03-01,8,3000.0,137,13,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/03/08,1225.4,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.25,140.125
쌍용남산플래티넘,166.24,2022-03-01,8,1500.0,750,26,37.5594119017486,126.983219915695,명동역,325.43124752086374,395,2022/03/08,1225.4,43,5,10,3,175,51,123,11,53.1320517975455,남산3호터널.서울애니메이션센터,1.25,751.5625
삼성V아파트A동,71.7,2022-03-01,8,10000.0,100,5,37.5614791695009,127.015982724623,청구역,201.17647239941783,119,2022/03/08,1225.4,6,3,1,0,63,19,26,31,115.75278683750209,신당동떡볶이타운.중구여성플라자,1.25,110.41666666666669
신당파인힐하나유보라,24.3931,2022-03-01,8,1000.0,71,13,37.5647799977176,127.024709957671,상왕십리역,413.01287042336577,8,2022/03/08,1225.4,6,0,0,0,18,7,4,22,17.8702147977542,신당파인힐하나유보라,1.25,72.04166666666667
동대문와이즈캐슬,15.55,2022-03-01,8,1000.0,60,11,37.5657536581952,127.015443726545,신당역,76.31378679879745,159,2022/03/08,1225.4,9,5,0,11,52,17,26,31,102.6009616168716,충무아트센터.스포츠센터.중부소방서,1.25,61.04166666666666
롯데캐슬,59.91,2022-03-01,8,5000.0,160,14,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/03/08,1225.4,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.25,165.20833333333334
정동,46.26,2022-03-01,9,20000.0,22,3,37.5672903727987,126.970294421879,서대문역,364.0627756190722,141,2022/03/09,1225.4,13,15,23,0,137,40,96,9,216.7067166152293,서대문역사거리.농협중앙회,1.25,42.83333333333333
남산타운,59.94,2022-03-01,9,4000.0,127,15,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/03/09,1225.4,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.25,131.16666666666666
남산롯데캐슬아이리스,103.49,2022-03-01,9,4032.0,336,8,37.5582247092319,126.981744459746,회현(남대문시장)역,310.7749620679906,333,2022/03/09,1225.4,27,7,12,5,163,48,118,11,85.65990388873333,남산3호터널,1.25,340.2
약수하이츠,57.63,2022-03-01,9,3000.0,160,12,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/03/09,1225.4,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,1.25,163.125
경서,35.85,2022-03-01,10,2000.0,50,5,37.5567624150086,126.977690649242,회현(남대문시장)역,200.50226241997623,299,2022/03/10,1234.5,27,7,24,4,152,47,109,9,87.83506493158505,힐튼호텔,1.25,52.083333333333336
충무로엘크루메크로시티2,35.55,2022-03-01,10,2000.0,120,14,37.5633945987251,126.999994227546,을지로4가역,403.946236658601,207,2022/03/10,1234.5,22,5,8,2,101,37,51,31,72.19381704190464,퇴계로5가,1.25,122.08333333333331
LIG서울역리가,84.98659999999998,2022-03-01,11,30000.0,160,8,37.5562729792512,126.966882959987,서울역,421.6932281404668,121,2022/03/11,1228.7,7,3,15,0,74,30,74,4,168.61624434442572,서울의료보건고등학교.서울역서부,1.25,191.25
파크원빌,20.01,2022-03-01,11,1000.0,70,3,37.560367072421,127.004543530031,동대입구역,173.3487208435671,123,2022/03/11,1228.7,16,6,13,5,87,29,50,29,101.49308138878293,장충동.동국대입구,1.25,71.04166666666667
삼정아트테라스정동,22.4734,2022-03-01,11,5000.0,130,5,37.5632510909133,126.972031493823,시청역,300.9137610337463,514,2022/03/11,1228.7,33,13,37,1,143,42,101,11,230.68420809566103,서소문KAL빌딩,1.25,135.20833333333334
청계천두산위브더제니스,146.9679,2022-03-01,11,15000.0,450,8,37.5668675982177,127.017122913186,신당역,117.13990056099556,159,2022/03/11,1228.7,12,5,1,10,42,14,17,30,190.9665407319669,신당역.중앙시장앞,1.25,465.625
현대,66.6,2022-03-01,11,5000.0,140,10,37.560504309545294,127.02297053804,신당역,642.5304144954268,81,2022/03/11,1228.7,3,0,1,0,27,9,13,16,145.0156737035655,금호베스트빌.래미안하이베르,1.25,145.20833333333334
삼정아트테라스정동,22.4734,2022-03-01,11,5000.0,130,5,37.5632510909133,126.972031493823,시청역,300.9137610337463,514,2022/03/11,1228.7,33,13,37,1,143,42,101,11,230.68420809566103,서소문KAL빌딩,1.25,135.20833333333334
대우디오빌,73.86,2022-03-01,11,30000.0,100,13,37.5550198699539,126.967199040035,서울역,300.47515523891445,91,2022/03/11,1228.7,2,2,10,0,69,27,69,4,106.44698287229602,손기정체육공원입구,1.25,131.25
이지마루오장,24.66,2022-03-01,11,2000.0,115,15,37.5643884715851,127.00195688803,동대문역사문화공원역,301.609724702947,262,2022/03/11,1228.7,24,3,7,3,91,35,49,30,90.55520884320347,베이튼호텔,1.25,117.08333333333331
삼정아트테라스정동,17.7034,2022-03-01,11,5000.0,100,7,37.5632510909133,126.972031493823,시청역,300.9137610337463,514,2022/03/11,1228.7,33,13,37,1,143,42,101,11,230.68420809566103,서소문KAL빌딩,1.25,105.20833333333331
삼성,84.95999999999998,2022-03-01,12,15000.0,160,1,37.558535883830494,127.01844745293,신금호역,472.8633597877952,20,2022/03/12,1228.7,2,0,1,0,55,17,24,29,25.03257628178961,신당동삼성아파트.금호여중,1.25,175.625
남산타운,114.88,2022-03-01,12,35000.0,140,2,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/03/12,1228.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.25,176.45833333333334
롯데캐슬,84.97,2022-03-01,12,5000.0,170,22,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/03/12,1228.7,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.25,175.20833333333334
남산타운,114.88,2022-03-01,12,35000.0,140,2,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/03/12,1228.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.25,176.45833333333334
약수하이츠,84.87999999999998,2022-03-01,12,5000.0,158,19,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/03/12,1228.7,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,1.25,163.20833333333334
쌍용남산플래티넘,166.24,2022-03-01,12,2000.0,700,14,37.5594119017486,126.983219915695,명동역,325.43124752086374,395,2022/03/12,1228.7,43,5,10,3,175,51,123,11,53.1320517975455,남산3호터널.서울애니메이션센터,1.25,702.0833333333334
(73-1),19.5,2022-03-01,12,1000.0,48,6,37.56980153016272,127.019329304009,신당역,462.5655163555446,106,2022/03/12,1228.7,4,1,1,4,27,7,5,23,104.2561319628623,청계8가.영도교,1.25,49.04166666666666
도현블랑빌,98.39,2022-03-01,12,30000.0,130,4,37.5480374738163,127.006172769233,버티고개역,78.00896248659576,27,2022/03/12,1228.7,10,2,0,1,30,13,29,6,29.039025529547025,버티고개,1.25,161.25
신당역솔하임,18.63,2022-03-01,12,1000.0,90,16,37.5653849734702,127.02122678483,신당역,145.27071583729386,76,2022/03/12,1228.7,11,2,1,1,30,13,13,27,46.48836952902109,신당역하나은행,1.25,91.04166666666669
신성아파트,49.22,2022-03-01,12,8520.0,15,9,37.563546252348,126.995814962096,충무로역,280.85980054223285,233,2022/03/12,1228.7,24,6,13,1,131,36,71,27,177.86168819127246,충무로역8번출구.대한극장앞,1.25,23.875
동대문와이즈캐슬,15.55,2022-03-01,12,1000.0,65,9,37.5657536581952,127.015443726545,신당역,76.31378679879745,159,2022/03/12,1228.7,9,5,0,11,52,17,26,31,102.6009616168716,충무아트센터.스포츠센터.중부소방서,1.25,66.04166666666667
서울역센트럴자이,59.943,2022-03-01,13,5000.0,184,9,37.5547800420518,126.964458224138,충정로(경기대입구)역,546.5467807347819,101,2022/03/13,1228.7,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구,1.25,189.20833333333331
충무로헤센스마트,40.65,2022-03-01,14,2000.0,120,4,37.5613425706769,126.998598124335,충무로역,399.4739356787322,226,2022/03/14,1232.4,17,7,15,1,117,36,52,32,166.95499565803877,퇴계로5가,1.25,122.08333333333331
남산타운,59.94,2022-03-01,14,3000.0,160,18,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/03/14,1232.4,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.25,163.125
약수하이츠,57.63,2022-03-01,14,30000.0,40,13,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/03/14,1232.4,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,1.25,71.25
롯데캐슬,59.94,2022-03-01,14,3000.0,158,10,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/03/14,1232.4,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.25,161.125
약수하이츠,57.63,2022-03-01,14,5000.0,130,5,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/03/14,1232.4,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,1.25,135.20833333333334
덕수궁롯데캐슬,69.5135,2022-03-01,14,2000.0,330,6,37.5637084894676,126.970042986983,서대문역,377.9433754112008,173,2022/03/14,1232.4,16,14,29,0,140,40,99,9,109.10882594405582,경찰청.동북아역사재단,1.25,332.0833333333333
오렌지카운티을지로,15.79,2022-03-01,14,3650.0,14,14,37.5652276672427,127.001411116707,을지로4가역,351.93310458901897,273,2022/03/14,1232.4,23,4,7,3,90,33,49,30,111.17973797505265,베이튼호텔,1.25,17.802083333333332
남산타운,114.88,2022-03-01,15,73000.0,35,13,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/03/15,1238.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.25,111.04166666666669
래미안하이베르,59.95,2022-03-01,15,15000.0,160,13,37.5610379790132,127.020985832433,신당역,524.9534945478343,88,2022/03/15,1238.6,7,0,1,0,44,15,23,27,264.0077328980435,동화동,1.25,175.625
약수하이츠,84.87999999999998,2022-03-01,15,15000.0,170,8,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/03/15,1238.6,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,1.25,185.625
