단지명,전용면적,계약년도,계약일,보증금,월세,층,위도,경도,지하철역,지하철거리,500m음식점수,계약날짜,환율,500m맛집,500m문화공간,500m문화재,500m쇼핑,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑,가장 가까운 버스정류장까지 거리(m),가장 가까운 버스정류장,금리,보증금고려월세
남산타운,59.94,2022-06-01,3,10000.0,150,6,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/03,1251.2,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,164.58333333333334
서울역센트럴자이,84.9791,2022-06-01,4,20000.0,232,2,37.5547800420518,126.964458224138,충정로(경기대입구)역,546.5467807347819,101,2022/06/04,1251.2,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구,1.75,261.1666666666667
황학동코아루,84.94,2022-06-01,4,30000.0,90,18,37.5667434438878,127.022477811529,신당역,281.09224807306543,77,2022/06/04,1251.2,8,1,0,1,24,8,4,23,82.61857382160969,황학동주민센터,1.75,133.75
서울역센트럴자이,84.9791,2022-06-01,4,20000.0,218,2,37.5547800420518,126.964458224138,충정로(경기대입구)역,546.5467807347819,101,2022/06/04,1251.2,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구,1.75,247.16666666666663
래미안하이베르,59.95,2022-06-01,6,30000.0,100,1,37.5610379790132,127.020985832433,신당역,524.9534945478343,88,2022/06/06,1251.2,7,0,1,0,44,15,23,27,264.0077328980435,동화동,1.75,143.75
약수하이츠,114.92,2022-06-01,6,10000.0,170,6,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/06/06,1251.2,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,1.75,184.58333333333331
(372-66),20.06,2022-06-01,6,2000.0,50,6,37.5522374841834,127.01196066611,약수역,265.6947025779178,77,2022/06/06,1251.2,18,3,9,1,39,13,28,6,39.65870504622261,약수역.3.6호선,1.75,52.91666666666666
남산타운(임대),32.76,2022-06-01,7,4459.0,5,1,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/07,1241.1,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,11.502708333333334
황학아크로타워,111.224,2022-06-01,7,35000.0,165,15,37.5660419798503,127.021721835241,신당역,191.4923447599134,76,2022/06/07,1241.1,10,2,0,1,24,8,5,23,60.78809230054661,성동고등학교,1.75,216.04166666666663
노블레스2,84.84,2022-06-01,7,5000.0,273,1,37.549630663217,127.005273694994,버티고개역,238.7738491675192,40,2022/06/07,1241.1,10,2,0,1,35,14,37,6,199.08089827563205,송도병원앞,1.75,280.2916666666667
청구e편한세상,84.95999999999998,2022-06-01,7,51000.0,39,15,37.5599601596254,127.015451019186,청구역,148.0705761514984,96,2022/06/07,1241.1,4,1,1,0,63,20,29,31,70.23484133934264,청구역,1.75,113.375
노블레스2,84.93,2022-06-01,7,20000.0,140,3,37.549630663217,127.005273694994,버티고개역,238.7738491675192,40,2022/06/07,1241.1,10,2,0,1,35,14,37,6,199.08089827563205,송도병원앞,1.75,169.16666666666666
노블레스2,84.93,2022-06-01,7,20000.0,140,3,37.549630663217,127.005273694994,버티고개역,238.7738491675192,40,2022/06/07,1241.1,10,2,0,1,35,14,37,6,199.08089827563205,송도병원앞,1.75,169.16666666666666
롯데캐슬,59.91,2022-06-01,8,5000.0,150,18,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/08,1257.1,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.75,157.29166666666666
덕수궁롯데캐슬,69.5135,2022-06-01,8,5000.0,280,6,37.5637084894676,126.970042986983,서대문역,377.9433754112008,173,2022/06/08,1257.1,16,14,29,0,140,40,99,9,109.10882594405582,경찰청.동북아역사재단,1.75,287.2916666666667
남산타운,59.94,2022-06-01,8,3000.0,160,1,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/08,1257.1,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,164.375
서제빌딩,24.2,2022-06-01,9,1000.0,65,5,37.5643899218959,127.001330851403,동대문역사문화공원역,356.66310340976054,272,2022/06/09,1255.4,25,4,8,3,91,35,49,30,133.71080905767624,베이튼호텔,1.75,66.45833333333333
래미안하이베르,84.84999999999998,2022-06-01,9,10000.0,159,11,37.5610379790132,127.020985832433,신당역,524.9534945478343,88,2022/06/09,1255.4,7,0,1,0,44,15,23,27,264.0077328980435,동화동,1.75,173.58333333333334
중림동삼성사이버빌리지(임대,31.59,2022-06-01,9,4802.0,3,3,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/09,1255.4,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역,1.75,10.002916666666668
래미안하이베르,84.97,2022-06-01,10,58000.0,9,5,37.5610379790132,127.020985832433,신당역,524.9534945478343,88,2022/06/10,1257.6,7,0,1,0,44,15,23,27,264.0077328980435,동화동,1.75,93.58333333333331
삼성사이버빌리지,59.93,2022-06-01,10,49000.0,30,14,37.5589266608979,126.964320892997,충정로(경기대입구)역,86.42285253868776,90,2022/06/10,1257.6,10,4,13,0,73,29,74,4,66.59799483216813,종근당.충정로역,1.75,101.45833333333331
남산타운,59.94,2022-06-01,10,3000.0,137,4,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/10,1257.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,141.375
남산타운,59.94,2022-06-01,10,5000.0,170,8,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/10,1257.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,177.29166666666666
남산타운,84.87999999999998,2022-06-01,11,5000.0,158,9,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/11,1257.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,165.29166666666666
충무로헤센스마트,21.04,2022-06-01,11,1000.0,88,7,37.5613425706769,126.998598124335,충무로역,399.4739356787322,226,2022/06/11,1257.6,17,7,15,1,117,36,52,32,166.95499565803877,퇴계로5가,1.75,89.45833333333333
서울역한라비발디센트럴,84.9774,2022-06-01,11,5000.0,240,8,37.55457358286571,126.965847056196,서울역,376.5303456813306,89,2022/06/11,1257.6,2,2,5,0,67,24,65,4,37.0031250698845,손기정체육공원입구,1.75,247.29166666666663
남산타운,84.87999999999998,2022-06-01,11,35000.0,130,15,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/11,1257.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,181.04166666666663
삼성사이버빌리지,84.95,2022-06-01,13,53000.0,30,15,37.5589266608979,126.964320892997,충정로(경기대입구)역,86.42285253868776,90,2022/06/13,1266.0,10,4,13,0,73,29,74,4,66.59799483216813,종근당.충정로역,1.75,107.29166666666669
진양상가,95.8,2022-06-01,13,500.0,28,16,37.5624227137843,126.995931151636,충무로역,197.7903468724876,213,2022/06/13,1266.0,22,6,12,1,129,37,71,25,65.48284525938637,충무로역8번출구.대한극장앞,1.75,28.729166666666668
삼정아트테라스정동,17.7034,2022-06-01,13,3000.0,100,6,37.5632510909133,126.972031493823,시청역,300.9137610337463,514,2022/06/13,1266.0,33,13,37,1,143,42,101,11,230.68420809566103,서소문KAL빌딩,1.75,104.375
더플레이스충정로,17.04,2022-06-01,13,1000.0,70,4,37.558980785321,126.966068233101,충정로(경기대입구)역,169.5458754048524,129,2022/06/13,1266.0,10,4,16,0,90,31,86,5,152.21828755716365,종근당.충정로역,1.75,71.45833333333333
현대,79.11,2022-06-01,15,28000.0,40,6,37.560504309545294,127.02297053804,신당역,642.5304144954268,81,2022/06/15,1289.7,3,0,1,0,27,9,13,16,145.0156737035655,금호베스트빌.래미안하이베르,1.75,80.83333333333334
충무로헤센스마트,21.04,2022-06-01,15,10000.0,45,3,37.5613425706769,126.998598124335,충무로역,399.4739356787322,226,2022/06/15,1289.7,17,7,15,1,117,36,52,32,166.95499565803877,퇴계로5가,1.75,59.583333333333336
남산타운(임대),32.76,2022-06-01,15,1518.0,19,13,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/15,1289.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,21.21375
약수하이츠,32.67,2022-06-01,15,1431.0,14,17,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/06/15,1289.7,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,1.75,16.086875
래미안하이베르(임대),37.54,2022-06-01,16,3017.0,18,13,37.5610379790132,127.020985832433,신당역,524.9534945478343,88,2022/06/16,1291.3,7,0,1,0,44,15,23,27,264.0077328980435,동화동,1.75,22.399791666666665
남산SKLEADERSVIEW,137.53,2022-06-01,16,89250.0,95,8,37.5591253443035,126.980603849217,회현(남대문시장)역,219.1012691707696,354,2022/06/16,1291.3,38,9,21,6,163,50,119,11,184.96757304494523,남산3호터널.서울애니메이션센터,1.75,225.15625
신당푸르지오,84.39,2022-06-01,16,20000.0,170,12,37.559864671246096,127.019034279491,청구역,453.60316695705785,100,2022/06/16,1291.3,2,0,1,0,55,15,24,29,62.12000897583936,동화동,1.75,199.16666666666663
약수하이츠,114.92,2022-06-01,17,10000.0,220,12,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/06/17,1284.1,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,1.75,234.58333333333331
묵정,52.46,2022-06-01,17,1000.0,110,9,37.5607074663453,127.000060665185,동대입구역,522.9444304920572,186,2022/06/17,1284.1,25,12,18,5,115,37,59,31,185.86417386132544,퇴계로5가,1.75,111.45833333333331
묵정,52.46,2022-06-01,17,1000.0,110,9,37.5607074663453,127.000060665185,동대입구역,522.9444304920572,186,2022/06/17,1284.1,25,12,18,5,115,37,59,31,185.86417386132544,퇴계로5가,1.75,111.45833333333331
장충,31.24,2022-06-01,17,1000.0,69,4,37.5592564889831,127.001675390514,동대입구역,347.6796584148718,115,2022/06/17,1284.1,16,8,15,5,99,33,57,28,100.4579538787936,동국대입구앰배서더호텔,1.75,70.45833333333333
한진해모로,27.27,2022-06-01,17,3177.0,2,4,37.5637284114639,127.025710739466,상왕십리역,329.285131747168,1,2022/06/17,1284.1,3,0,0,0,18,7,4,16,155.76315185597636,신당초등학교,1.75,6.633125
롯데캐슬,59.91,2022-06-01,17,5000.0,160,23,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/17,1284.1,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.75,167.29166666666666
남산타운,59.94,2022-06-01,18,3150.0,137,11,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/18,1284.1,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,141.59375
동대문와이즈캐슬,15.55,2022-06-01,18,1000.0,63,11,37.5657536581952,127.015443726545,신당역,76.31378679879745,159,2022/06/18,1284.1,9,5,0,11,52,17,26,31,102.6009616168716,충무아트센터.스포츠센터.중부소방서,1.75,64.45833333333333
남산타운,114.88,2022-06-01,18,47320.0,70,9,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/18,1284.1,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,139.00833333333333
삼성,84.95999999999998,2022-06-01,18,20000.0,140,5,37.558535883830494,127.01844745293,신금호역,472.8633597877952,20,2022/06/18,1284.1,2,0,1,0,55,17,24,29,25.03257628178961,신당동삼성아파트.금호여중,1.75,169.16666666666666
약수하이츠,84.87999999999998,2022-06-01,18,5000.0,158,7,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/06/18,1284.1,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,1.75,165.29166666666666
서울역센트럴자이,72.88989999999998,2022-06-01,18,10000.0,270,19,37.5547800420518,126.964458224138,충정로(경기대입구)역,546.5467807347819,101,2022/06/18,1284.1,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구,1.75,284.5833333333333
한양I-Class,16.37,2022-06-01,18,1000.0,60,16,37.567104494618896,127.023295498547,신당역,363.603136827756,77,2022/06/18,1284.1,6,1,0,3,23,7,4,23,29.19137096272764,황학동주민센터,1.75,61.458333333333336
중림동삼성사이버빌리지(임대,31.59,2022-06-01,20,582.0,19,14,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/20,1287.5,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역,1.75,19.84875
(73-1),16.69,2022-06-01,20,1000.0,45,5,37.56980153016272,127.019329304009,신당역,462.5655163555446,106,2022/06/20,1287.5,4,1,1,4,27,7,5,23,104.2561319628623,청계8가.영도교,1.75,46.458333333333336
신당파인힐하나유보라,32.5619,2022-06-01,20,4000.0,79,11,37.5647799977176,127.024709957671,상왕십리역,413.01287042336577,8,2022/06/20,1287.5,6,0,0,0,18,7,4,22,17.8702147977542,신당파인힐하나유보라,1.75,84.83333333333333
청계리버팰리스B,26.94,2022-06-01,20,2000.0,90,7,37.5698887859066,127.020691630846,신당역,481.0798927128401,106,2022/06/20,1287.5,4,1,1,3,23,7,4,23,185.30777779512644,청계8가.영도교,1.75,92.91666666666669
중림동삼성사이버빌리지(임대,31.59,2022-06-01,20,582.0,19,1,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/20,1287.5,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역,1.75,19.84875
롯데캐슬,33.62,2022-06-01,20,2184.0,24,33,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/20,1287.5,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.75,27.185
롯데캐슬,33.62,2022-06-01,20,4800.0,10,15,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/20,1287.5,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.75,17.0
중림동삼성사이버빌리지(임대,31.59,2022-06-01,20,1456.0,17,4,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/20,1287.5,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역,1.75,19.12333333333333
중림동삼성사이버빌리지(임대,31.59,2022-06-01,20,582.0,19,4,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/20,1287.5,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역,1.75,19.84875
남산타운(임대),32.76,2022-06-01,20,1265.0,16,6,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/20,1287.5,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,17.844791666666666
남산타운(임대),32.76,2022-06-01,20,2457.0,6,14,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/20,1287.5,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,9.583125
남산타운(임대),32.76,2022-06-01,20,506.0,17,6,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/20,1287.5,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,17.737916666666667
한양I-Class,16.37,2022-06-01,20,1000.0,60,15,37.567104494618896,127.023295498547,신당역,363.603136827756,77,2022/06/20,1287.5,6,1,0,3,23,7,4,23,29.19137096272764,황학동주민센터,1.75,61.458333333333336
남산타운(임대),32.76,2022-06-01,20,1265.0,16,14,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/20,1287.5,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,17.844791666666666
중림동삼성사이버빌리지(임대,31.59,2022-06-01,20,1456.0,17,16,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/20,1287.5,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역,1.75,19.12333333333333
중림동삼성사이버빌리지(임대,31.59,2022-06-01,20,1456.0,17,14,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/20,1287.5,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역,1.75,19.12333333333333
중림동삼성사이버빌리지(임대,31.59,2022-06-01,20,1456.0,17,1,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/20,1287.5,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역,1.75,19.12333333333333
롯데캐슬,84.92,2022-06-01,20,5000.0,179,23,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/20,1287.5,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.75,186.29166666666663
남산타운(임대),32.76,2022-06-01,20,1265.0,16,13,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/20,1287.5,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,17.844791666666666
중림동삼성사이버빌리지(임대,31.59,2022-06-01,20,582.0,19,16,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/20,1287.5,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역,1.75,19.84875
남산타운,59.94,2022-06-01,21,46000.0,20,7,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/21,1291.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,87.08333333333333
더플레이스충정로,15.12,2022-06-01,21,1000.0,64,5,37.558980785321,126.966068233101,충정로(경기대입구)역,169.5458754048524,129,2022/06/21,1291.7,10,4,16,0,90,31,86,5,152.21828755716365,종근당.충정로역,1.75,65.45833333333333
삼정아트테라스정동,18.6574,2022-06-01,21,8000.0,90,6,37.5632510909133,126.972031493823,시청역,300.9137610337463,514,2022/06/21,1291.7,33,13,37,1,143,42,101,11,230.68420809566103,서소문KAL빌딩,1.75,101.66666666666669
남산리젠트힐,93.51,2022-06-01,21,300.0,300,4,37.5487459702542,127.005327951013,버티고개역,172.94437351095854,32,2022/06/21,1291.7,10,2,0,1,33,13,30,6,121.2985282990008,버티고개,1.75,300.4375
롯데캐슬,33.62,2022-06-01,21,2184.0,24,30,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/21,1291.7,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.75,27.185
롯데캐슬,33.62,2022-06-01,21,4800.0,10,30,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/21,1291.7,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.75,17.0
롯데캐슬,114.9,2022-06-01,21,30100.0,129,28,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/21,1291.7,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.75,172.89583333333334
삼성사이버빌리지,84.93,2022-06-01,21,5000.0,172,10,37.5589266608979,126.964320892997,충정로(경기대입구)역,86.42285253868776,90,2022/06/21,1291.7,10,4,13,0,73,29,74,4,66.59799483216813,종근당.충정로역,1.75,179.29166666666666
청구e편한세상(임대),35.79,2022-06-01,21,2799.0,16,12,37.5599601596254,127.015451019186,청구역,148.0705761514984,96,2022/06/21,1291.7,4,1,1,0,63,20,29,31,70.23484133934264,청구역,1.75,20.081875
삼익,59.58,2022-06-01,22,2000.0,120,4,37.5597953581535,126.991592654887,충무로역,269.89770332555275,186,2022/06/22,1290.6,16,9,11,0,166,42,93,19,140.1028231176374,퇴계로3가.한옥마을.한국의집,1.75,122.91666666666669
약수하이츠,114.92,2022-06-01,22,20000.0,220,9,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/06/22,1290.6,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,1.75,249.16666666666663
롯데캐슬,59.94,2022-06-01,22,3000.0,147,19,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/22,1290.6,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.75,151.375
삼익,59.58,2022-06-01,22,2000.0,120,4,37.5597953581535,126.991592654887,충무로역,269.89770332555275,186,2022/06/22,1290.6,16,9,11,0,166,42,93,19,140.1028231176374,퇴계로3가.한옥마을.한국의집,1.75,122.91666666666669
신당푸르지오,145.1,2022-06-01,22,45000.0,140,7,37.559864671246096,127.019034279491,청구역,453.60316695705785,100,2022/06/22,1290.6,2,0,1,0,55,15,24,29,62.12000897583936,동화동,1.75,205.625
남산타운(임대),32.76,2022-06-01,22,506.0,17,13,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/22,1290.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,17.737916666666667
DUO302,15.97,2022-06-01,22,1000.0,65,9,37.5665748058672,127.023261376536,신당역,338.52745922576685,77,2022/06/22,1290.6,8,1,0,1,23,7,4,23,33.55971284644064,황학동주민센터,1.75,66.45833333333333
한양I-Class,16.37,2022-06-01,22,5000.0,45,16,37.567104494618896,127.023295498547,신당역,363.603136827756,77,2022/06/22,1290.6,6,1,0,3,23,7,4,23,29.19137096272764,황학동주민센터,1.75,52.29166666666666
남산타운(임대),32.76,2022-06-01,22,1265.0,16,3,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/22,1290.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,17.844791666666666
남산타운(임대),32.76,2022-06-01,22,1265.0,16,13,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/22,1290.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,17.844791666666666
남산타운(임대),32.76,2022-06-01,22,1265.0,16,13,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/22,1290.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,17.844791666666666
남산타운(임대),32.76,2022-06-01,23,1265.0,16,16,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/23,1295.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,17.844791666666666
남산롯데캐슬아이리스,113.46,2022-06-01,23,5000.0,480,20,37.5582247092319,126.981744459746,회현(남대문시장)역,310.7749620679906,333,2022/06/23,1295.7,27,7,12,5,163,48,118,11,85.65990388873333,남산3호터널,1.75,487.2916666666667
중림동삼성사이버빌리지(임대,31.59,2022-06-01,24,1456.0,17,11,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/24,1300.7,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역,1.75,19.12333333333333
롯데캐슬,84.97,2022-06-01,24,45000.0,100,17,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/24,1300.7,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.75,165.625
청구e편한세상(임대),35.79,2022-06-01,24,2799.0,16,8,37.5599601596254,127.015451019186,청구역,148.0705761514984,96,2022/06/24,1300.7,4,1,1,0,63,20,29,31,70.23484133934264,청구역,1.75,20.081875
청구e편한세상(임대),35.79,2022-06-01,24,1119.0,19,4,37.5599601596254,127.015451019186,청구역,148.0705761514984,96,2022/06/24,1300.7,4,1,1,0,63,20,29,31,70.23484133934264,청구역,1.75,20.631875
남산타운,84.87999999999998,2022-06-01,24,5000.0,158,12,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/24,1300.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,165.29166666666666
남산타운(임대),32.76,2022-06-01,24,1265.0,16,11,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/24,1300.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,17.844791666666666
남산타운(임대),32.76,2022-06-01,24,506.0,17,11,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/24,1300.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,17.737916666666667
남산타운(임대),32.76,2022-06-01,24,506.0,17,6,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/24,1300.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,17.737916666666667
남산타운(임대),32.76,2022-06-01,24,1265.0,16,15,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/24,1300.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,17.844791666666666
남산타운(임대),32.76,2022-06-01,24,506.0,17,10,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/24,1300.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,17.737916666666667
서제빌딩,21.45,2022-06-01,25,1000.0,60,6,37.5643899218959,127.001330851403,동대문역사문화공원역,356.66310340976054,272,2022/06/25,1300.7,25,4,8,3,91,35,49,30,133.71080905767624,베이튼호텔,1.75,61.458333333333336
이지마루충무로,28.43,2022-06-01,25,15000.0,55,10,37.5633038671403,126.999458069058,을지로4가역,392.999295768528,204,2022/06/25,1300.7,22,5,8,2,108,36,53,32,62.70948034329486,퇴계로5가,1.75,76.875
이지마루충무로,28.43,2022-06-01,25,15000.0,55,10,37.5633038671403,126.999458069058,을지로4가역,392.999295768528,204,2022/06/25,1300.7,22,5,8,2,108,36,53,32,62.70948034329486,퇴계로5가,1.75,76.875
래미안하이베르,59.74,2022-06-01,25,10000.0,155,3,37.5610379790132,127.020985832433,신당역,524.9534945478343,88,2022/06/25,1300.7,7,0,1,0,44,15,23,27,264.0077328980435,동화동,1.75,169.58333333333334
쌍용남산플래티넘,139.8,2022-06-01,26,100000.0,215,10,37.5594119017486,126.983219915695,명동역,325.43124752086374,395,2022/06/26,1300.7,43,5,10,3,175,51,123,11,53.1320517975455,남산3호터널.서울애니메이션센터,1.75,360.83333333333337
DUO302,15.97,2022-06-01,27,4000.0,50,14,37.5665748058672,127.023261376536,신당역,338.52745922576685,77,2022/06/27,1299.4,8,1,0,1,23,7,4,23,33.55971284644064,황학동주민센터,1.75,55.833333333333336
쌍용남산플래티넘,139.8,2022-06-01,27,100000.0,250,13,37.5594119017486,126.983219915695,명동역,325.43124752086374,395,2022/06/27,1299.4,43,5,10,3,175,51,123,11,53.1320517975455,남산3호터널.서울애니메이션센터,1.75,395.83333333333337
동대문솔하임,17.67,2022-06-01,27,10000.0,48,19,37.5677165362185,127.016348082451,신당역,174.3397765958725,165,2022/06/27,1299.4,8,4,1,11,42,14,17,30,87.4723582497348,성동공업고등학교(무궁화회관),1.75,62.583333333333336
롯데캐슬,84.97,2022-06-01,27,20000.0,119,32,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/27,1299.4,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,1.75,148.16666666666666
서울역센트럴자이,84.9918,2022-06-01,28,5000.0,235,12,37.5547800420518,126.964458224138,충정로(경기대입구)역,546.5467807347819,101,2022/06/28,1285.6,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구,1.75,242.29166666666663
삼성사이버빌리지,84.95,2022-06-01,28,5000.0,179,12,37.5589266608979,126.964320892997,충정로(경기대입구)역,86.42285253868776,90,2022/06/28,1285.6,10,4,13,0,73,29,74,4,66.59799483216813,종근당.충정로역,1.75,186.29166666666663
서울역센트럴자이,59.943,2022-06-01,29,30000.0,170,22,37.5547800420518,126.964458224138,충정로(경기대입구)역,546.5467807347819,101,2022/06/29,1284.9,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구,1.75,213.75
남산타운,84.87999999999998,2022-06-01,29,5000.0,170,15,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/29,1284.9,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.75,177.29166666666666
신당아르브,18.08,2022-06-01,29,1000.0,65,6,37.5649742650674,127.023319283742,신당역,335.5910715414943,76,2022/06/29,1284.9,8,0,1,1,24,8,4,23,71.16580967699376,신당초등학교앞,1.75,66.45833333333333
