단지명,전용면적,도로명주소,위도,경도,가장 가까운 지하철역까지 거리(m),가장 가까운 지하철역,가장 가까운 버스정류장까지 거리(m),가장 가까운 버스정류장,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑
명동의집,98,중구 삼일대로 302,37.5616821383464,126.989389113524,281.4420737562512,명동역,216.3487318604493,퇴계로3가.한옥마을.한국의집,105,25,53,8
