단지명,전용면적,도로명주소,위도,경도,가장 가까운 지하철역까지 거리(m),가장 가까운 지하철역,가장 가까운 버스정류장까지 거리(m),가장 가까운 버스정류장,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑
마이홈,100,중구 명동10길 29,37.562573201873,126.985755097262,182.8954519053694,명동역,179.53200349360398,명동역.세종호텔,131,33,67,11
